carat,cut,color,clarity,depth,table,price,x,y,z,cluster
0.5,2,8,2,63.7,56.0,1758,5.09,5.05,3.23,1
0.5,1,5,1,65.1,56.0,1238,5.02,4.99,3.26,1
0.7,2,4,2,64.3,60.0,2355,5.59,5.55,3.58,1
0.58,5,8,5,60.9,56.0,1607,5.4,5.44,3.3,1
0.61,2,6,2,61.9,60.0,2076,5.39,5.41,3.34,1
0.75,5,2,5,61.9,56.0,2161,5.81,5.85,3.61,1
0.7,3,3,3,62.1,56.0,2188,5.7,5.74,3.55,1
0.4,4,8,4,60.5,59.0,1050,4.8,4.76,2.89,1
0.51,3,5,3,63.3,56.0,1560,5.05,5.08,3.21,1
0.46,5,7,5,62.6,57.0,1586,4.89,4.98,3.09,1
0.41,5,6,5,61.0,56.0,1115,4.78,4.82,2.93,1
0.3,5,5,5,62.9,57.0,1013,4.3,4.26,2.69,1
0.59,4,8,4,62.6,61.0,1590,5.33,5.27,3.32,1
0.55,5,4,5,62.0,55.0,1664,5.31,5.28,3.28,1
0.57,5,2,5,62.5,54.0,1113,5.32,5.34,3.33,1
0.3,5,6,5,61.9,57.0,1114,4.33,4.3,2.67,1
0.32,5,5,5,60.2,56.0,1080,4.49,4.45,2.69,1
0.58,2,5,2,58.4,59.0,1605,5.4,5.46,3.17,1
0.3,5,4,5,60.8,56.0,1013,4.37,4.35,2.65,1
0.73,3,6,3,59.3,61.0,2326,5.82,5.85,3.46,1
0.72,4,2,4,63.0,56.0,1875,5.72,5.67,3.59,1
0.5,5,5,5,60.7,56.0,1180,5.13,5.18,3.13,1
0.7,5,4,5,61.1,58.0,2107,5.69,5.7,3.48,1
0.61,5,5,5,61.6,54.0,2242,5.45,5.49,3.37,1
0.7,3,5,3,63.3,56.0,2464,5.59,5.66,3.56,1
0.41,4,7,4,60.1,58.0,1153,4.84,4.81,2.9,1
0.38,5,7,5,62.4,56.0,1027,4.63,4.69,2.91,1
0.53,5,7,5,61.0,57.0,1727,5.26,5.23,3.2,1
0.53,5,7,5,62.4,56.0,1813,5.2,5.16,3.23,1
0.7,3,2,3,61.1,60.0,1959,5.66,5.7,3.47,1
0.78,4,6,4,62.3,57.0,2469,5.86,5.85,3.65,1
0.54,5,8,5,61.9,55.0,1913,5.24,5.23,3.24,1
0.53,5,7,5,60.0,57.0,1721,5.24,5.3,3.16,1
0.52,5,7,5,61.9,56.0,1689,5.12,5.16,3.18,1
0.5,3,5,3,63.3,56.0,2070,5.1,5.07,3.22,1
0.43,5,3,5,62.0,55.0,1056,4.83,4.85,3.0,1
0.33,5,6,5,62.4,55.0,1021,4.47,4.44,2.78,1
0.56,5,3,5,61.3,56.0,1343,5.28,5.31,3.25,1
0.51,1,5,1,64.5,56.0,1160,5.06,5.01,3.25,1
0.65,5,4,5,61.5,55.0,1908,5.59,5.63,3.45,1
0.83,5,3,5,61.2,59.0,2444,6.03,6.06,3.7,1
0.5,3,7,3,61.5,60.0,2132,5.04,5.08,3.11,1
0.72,4,2,4,60.4,61.0,1579,5.87,5.82,3.53,1
0.87,5,5,5,61.5,57.0,1827,6.09,6.04,3.73,1
0.77,5,2,5,61.4,55.0,2159,5.9,5.95,3.64,1
0.51,2,5,2,63.3,58.0,1800,5.04,5.07,3.2,1
0.4,5,6,5,61.7,57.0,1206,4.75,4.72,2.92,1
0.7,3,4,3,62.8,58.0,2429,5.67,5.7,3.57,1
0.72,4,3,4,60.6,57.0,1799,5.88,5.73,3.52,1
0.67,2,8,2,64.7,55.0,1664,5.5,5.54,3.57,1
0.51,5,5,5,61.7,57.0,1438,5.12,5.15,3.17,1
0.43,4,6,4,60.5,60.0,1016,4.88,4.84,2.94,1
0.55,3,8,3,59.5,56.0,2251,5.35,5.38,3.19,1
0.63,3,8,3,63.1,58.0,2211,5.49,5.44,3.45,1
0.41,5,8,5,62.1,56.0,1295,4.76,4.78,2.96,1
0.53,2,5,2,63.8,56.0,1363,5.18,5.14,3.29,1
0.5,4,7,4,61.0,59.0,1583,5.13,5.07,3.11,1
0.53,5,7,5,61.4,56.0,1564,5.2,5.26,3.21,1
0.56,3,7,3,61.0,58.0,1755,5.29,5.34,3.24,1
0.71,3,4,3,62.8,58.0,2277,5.67,5.7,3.57,1
0.41,4,6,4,61.2,57.0,1076,4.8,4.77,2.93,1
0.62,3,7,3,60.1,56.0,2147,5.56,5.58,3.35,1
0.7,5,4,5,62.5,55.0,2294,5.69,5.71,3.56,1
0.38,5,8,5,62.2,54.0,1066,4.69,4.65,2.9,1
0.31,5,5,5,62.8,53.0,1046,4.36,4.34,2.73,1
0.49,4,5,4,59.8,59.0,1240,5.16,5.14,3.08,1
0.71,2,7,2,64.0,56.0,1816,5.68,5.61,3.62,1
0.51,5,7,5,61.8,55.0,1697,5.15,5.18,3.19,1
0.61,5,3,5,61.9,56.0,2048,5.41,5.45,3.36,1
0.75,5,2,5,62.9,57.0,2300,5.74,5.81,3.63,1
0.6,4,7,4,59.4,60.0,1771,5.57,5.51,3.29,1
0.47,3,7,3,62.6,57.0,1320,4.92,4.95,3.09,1
0.57,5,8,5,61.9,56.0,1359,5.3,5.34,3.3,1
0.47,1,5,1,58.4,60.0,1086,5.16,5.12,3.0,1
0.6,4,6,4,62.9,59.0,1323,5.39,5.31,3.37,1
0.8,3,3,3,60.7,56.0,2329,6.01,6.03,3.66,1
0.33,5,6,5,61.2,56.0,1240,4.47,4.49,2.74,1
0.5,5,6,5,62.0,55.0,2160,5.12,5.1,3.17,1
0.57,5,6,5,61.4,57.0,1571,5.35,5.3,3.27,1
0.71,5,2,5,60.5,58.0,2162,5.77,5.8,3.5,1
0.55,5,8,5,61.5,56.0,1928,5.25,5.28,3.24,1
0.73,1,6,1,64.7,56.0,1631,5.6,5.53,3.6,1
0.7,2,8,2,59.2,60.0,2382,5.75,5.78,3.41,1
0.71,4,4,4,60.9,58.0,2363,5.72,5.77,3.5,1
0.3,5,5,5,62.1,56.0,1094,4.35,4.28,2.68,1
0.71,3,7,3,62.7,59.0,2397,5.7,5.75,3.59,1
0.7,4,7,4,61.2,60.0,2444,5.71,5.69,3.49,1
0.4,4,7,4,60.4,59.0,1125,4.81,4.76,2.89,1
0.4,5,7,5,62.8,57.0,1397,4.71,4.65,2.94,1
0.4,2,7,2,59.4,61.0,1088,4.8,4.83,2.86,1
0.52,2,6,2,64.2,58.0,1841,5.1,5.02,3.25,1
0.71,5,2,5,61.9,55.0,1932,5.69,5.75,3.54,1
0.56,5,5,5,61.7,56.0,1580,5.3,5.34,3.28,1
0.31,5,6,5,61.4,56.0,1168,4.4,4.43,2.71,1
0.7,2,4,2,59.4,62.0,2421,5.71,5.74,3.4,1
0.5,3,7,3,60.8,61.0,1046,5.08,5.09,3.09,1
0.5,3,8,3,63.2,56.0,1243,5.05,5.01,3.18,1
0.51,2,7,2,57.9,63.0,1760,5.24,5.39,3.08,1
0.54,4,8,4,60.4,60.0,1786,5.24,5.22,3.16,1
0.7,1,4,1,59.6,66.0,2395,5.8,5.74,3.44,1
0.51,4,8,4,62.2,58.0,1619,5.13,5.06,3.17,1
0.51,3,6,3,63.3,57.0,1627,5.06,5.09,3.21,1
0.51,3,7,3,63.1,56.0,1305,5.07,5.1,3.21,1
0.56,5,8,5,60.6,56.0,2066,5.37,5.33,3.24,1
0.7,3,7,3,60.3,60.0,2312,5.77,5.81,3.49,1
0.52,5,4,5,61.8,55.0,1798,5.17,5.19,3.2,1
0.5,3,8,3,63.3,57.0,1819,5.08,5.06,3.21,1
0.73,3,5,3,60.8,56.0,2434,5.82,5.85,3.55,1
0.33,4,8,4,61.8,58.0,1129,4.4,4.43,2.73,1
0.52,5,4,5,61.8,57.0,1581,5.16,5.19,3.2,1
0.41,5,5,5,62.1,55.0,1110,4.78,4.81,2.98,1
0.41,3,6,3,63.7,54.0,1169,4.71,4.74,3.01,1
0.59,4,8,4,62.8,57.0,1835,5.38,5.32,3.36,1
0.53,4,6,4,60.6,58.0,2290,5.26,5.2,3.17,1
0.56,5,4,5,61.2,57.0,1388,5.29,5.33,3.25,1
0.72,3,3,3,64.0,56.0,2048,5.65,5.73,3.65,1
0.33,5,7,5,61.2,56.0,1052,4.51,4.45,2.74,1
0.73,4,6,4,59.3,61.0,2346,5.85,5.82,3.46,1
0.53,3,7,3,62.3,56.7,1857,5.19,5.23,3.25,1
0.42,5,7,5,61.6,56.0,1400,4.82,4.85,2.98,1
0.51,5,7,5,60.4,57.0,1656,5.15,5.18,3.12,1
0.55,4,7,4,60.5,58.0,1786,5.26,5.32,3.2,1
0.51,5,7,5,61.7,55.0,1443,5.17,5.13,3.18,1
0.5,5,8,5,62.4,55.0,1635,5.1,5.13,3.19,1
0.7,4,6,4,62.5,59.0,2333,5.65,5.67,3.54,1
0.71,5,5,5,59.5,57.0,2194,5.86,5.78,3.46,1
0.44,4,8,4,62.9,58.0,1089,4.85,4.82,3.04,1
0.73,1,3,1,55.9,66.0,2330,6.11,6.01,3.39,1
0.53,5,7,5,62.7,54.0,1813,5.18,5.15,3.24,1
0.7,3,8,3,62.5,63.0,2318,5.7,5.63,3.54,1
0.56,5,8,5,62.2,56.0,1929,5.28,5.26,3.28,1
0.53,5,5,5,62.5,54.0,1818,5.19,5.21,3.25,1
0.57,4,3,4,62.1,58.0,1608,5.25,5.32,3.28,1
0.5,5,7,5,62.3,55.0,1724,5.12,5.09,3.18,1
0.33,5,6,5,61.8,55.0,1141,4.44,4.46,2.75,1
0.5,3,7,3,62.0,55.0,2105,5.08,5.11,3.16,1
0.54,4,8,4,61.6,56.0,1627,5.24,5.18,3.21,1
0.58,5,4,5,62.2,57.0,1255,5.34,5.37,3.33,1
0.55,5,7,5,62.4,58.0,1752,5.28,5.23,3.27,1
0.52,5,7,5,61.1,55.0,1815,5.27,5.2,3.2,1
0.52,3,8,3,62.0,60.0,1237,5.18,5.11,3.19,1
0.7,1,8,1,64.9,64.0,2352,5.57,5.5,3.59,1
0.5,5,7,5,61.6,55.0,1746,5.14,5.09,3.15,1
0.54,5,8,5,62.4,57.0,1786,5.23,5.19,3.25,1
0.72,4,8,4,60.2,56.0,2492,5.85,5.82,3.51,1
0.71,1,7,1,64.7,59.0,2352,5.61,5.58,3.62,1
0.52,5,4,5,62.0,55.0,1699,5.15,5.19,3.2,1
0.7,3,2,3,62.0,59.0,1907,5.61,5.65,3.49,1
0.51,3,5,3,63.0,53.0,1220,5.1,5.13,3.22,1
0.73,3,2,3,60.1,62.0,2031,5.85,5.9,3.53,1
0.42,5,5,5,62.1,56.0,1087,4.84,4.79,2.99,1
0.52,4,4,4,61.1,59.0,2246,5.21,5.17,3.17,1
0.5,3,4,3,61.6,57.0,1598,5.11,5.13,3.15,1
0.7,4,5,4,61.4,60.0,2394,5.69,5.74,3.51,1
0.58,3,7,3,60.9,58.0,1899,5.4,5.39,3.29,1
0.52,5,6,5,60.3,57.0,1429,5.2,5.24,3.15,1
0.56,4,6,4,59.1,58.0,1225,5.44,5.38,3.2,1
0.39,5,7,5,60.8,58.0,1183,4.72,4.76,2.88,1
0.62,2,8,2,58.9,64.0,2288,5.62,5.55,3.29,1
0.56,5,5,5,61.2,55.0,1979,5.35,5.37,3.28,1
0.53,3,3,3,60.3,60.1,1190,5.22,5.25,3.16,1
0.41,4,8,4,62.9,58.0,1015,4.75,4.7,2.97,1
0.52,4,5,4,60.9,58.0,1447,5.19,5.22,3.17,1
0.7,2,7,2,63.6,65.0,2032,5.67,5.55,3.57,1
0.7,4,6,4,62.3,58.0,2196,5.67,5.72,3.55,1
0.5,4,5,4,62.0,59.0,1031,5.1,5.03,3.14,1
0.51,5,4,5,62.2,56.0,1766,5.12,5.14,3.19,1
0.71,3,2,3,64.1,58.0,1993,5.61,5.65,3.61,1
0.6,2,6,2,58.8,60.7,1940,5.52,5.55,3.25,1
0.71,4,8,4,61.6,60.0,2317,5.7,5.64,3.49,1
0.3,5,4,5,61.8,55.0,1013,4.31,4.3,2.66,1
0.61,5,5,5,61.5,56.0,2182,5.48,5.5,3.38,1
0.7,1,5,1,65.3,57.0,2338,5.58,5.47,3.61,1
0.7,1,5,1,66.0,53.0,1949,5.53,5.47,3.63,1
0.52,3,8,3,61.7,56.0,1289,5.14,5.17,3.18,1
0.46,5,3,5,61.4,57.0,1006,4.96,5.0,3.06,1
1.07,4,3,4,59.8,59.0,2260,6.68,6.62,3.98,1
0.53,5,5,5,61.4,55.0,1615,5.23,5.26,3.22,1
0.5,5,4,5,62.2,57.0,1140,5.07,5.09,3.16,1
0.58,5,3,5,62.1,56.0,1680,5.32,5.34,3.31,1
0.91,2,7,2,57.7,63.0,2342,6.35,6.3,3.65,1
0.76,2,2,2,63.8,57.0,1809,5.78,5.74,3.67,1
0.46,5,4,5,61.2,56.0,1299,4.97,5.0,3.05,1
0.54,5,5,5,61.2,56.0,1605,5.25,5.26,3.22,1
0.51,4,7,4,62.5,60.0,1709,5.1,5.08,3.18,1
0.53,5,5,5,62.3,55.0,1308,5.13,5.24,3.23,1
0.41,5,8,5,60.3,57.0,1015,4.86,4.82,2.92,1
0.53,5,8,5,62.1,55.0,1956,5.2,5.17,3.22,1
0.57,5,5,5,61.1,57.0,2060,5.34,5.36,3.27,1
0.53,4,8,4,61.4,57.0,1753,5.26,5.2,3.21,1
0.42,5,5,5,62.7,56.0,1031,4.74,4.77,2.98,1
0.5,5,5,5,62.3,55.0,1624,5.07,5.11,3.17,1
0.57,5,7,5,61.9,57.0,2257,5.35,5.31,3.3,1
0.7,2,7,2,62.7,61.0,2239,5.59,5.67,3.53,1
0.5,5,7,5,62.2,57.0,1415,5.11,5.05,3.16,1
0.43,4,7,4,61.6,59.0,1048,4.84,4.81,2.97,1
0.53,5,7,5,60.9,57.0,1315,5.23,5.21,3.18,1
0.42,5,8,5,61.5,56.0,1040,4.85,4.81,2.97,1
0.71,2,3,2,62.6,63.0,1788,5.54,5.61,3.49,1
0.42,5,8,5,62.2,55.0,1103,4.8,4.75,2.97,1
0.57,5,8,5,61.4,56.0,2103,5.37,5.34,3.29,1
0.51,2,4,2,63.7,56.0,1119,5.07,5.1,3.24,1
0.42,5,8,5,61.7,53.0,1223,4.85,4.87,3.0,1
0.52,3,4,3,63.1,57.0,1219,5.14,5.09,3.23,1
0.7,3,4,3,61.5,55.0,2200,5.72,5.76,3.53,1
0.55,5,8,5,61.3,57.0,1368,5.28,5.23,3.22,1
0.71,3,6,3,63.4,57.0,2266,5.7,5.63,3.59,1
0.47,4,7,4,61.8,58.0,1640,5.03,4.97,3.09,1
0.45,5,5,5,61.5,57.0,1297,4.91,4.95,3.03,1
0.53,5,7,5,60.6,57.0,1607,5.27,5.23,3.18,1
0.52,4,8,4,59.7,60.0,1399,5.26,5.19,3.12,1
0.53,5,4,5,61.6,56.0,1054,5.16,5.19,3.19,1
0.58,5,2,5,61.9,58.0,1324,5.31,5.35,3.3,1
0.4,5,7,5,61.8,56.0,1238,4.77,4.74,2.94,1
0.53,3,6,3,63.2,55.0,1110,5.17,5.18,3.27,1
0.72,1,3,1,64.8,54.0,1799,5.69,5.67,3.68,1
0.52,4,5,4,62.6,59.0,1815,5.11,5.08,3.19,1
0.51,3,7,3,61.2,61.0,1304,5.13,5.16,3.15,1
0.34,5,7,5,62.2,56.0,1084,4.46,4.44,2.77,1
0.75,3,5,3,62.3,59.0,2462,5.77,5.81,3.61,1
0.5,4,5,4,59.6,60.0,1935,5.18,5.15,3.08,1
0.52,4,7,4,61.6,58.0,1668,5.14,5.18,3.18,1
0.56,5,8,5,61.6,57.0,2369,5.33,5.29,3.27,1
0.51,5,5,5,61.5,57.0,1974,5.18,5.13,3.17,1
0.58,2,7,2,61.5,61.9,2041,5.3,5.34,3.27,1
0.57,5,7,5,61.3,57.0,2202,5.29,5.38,3.27,1
0.7,4,5,4,61.6,61.0,2285,5.7,5.63,3.49,1
0.51,4,7,4,62.0,61.0,1758,5.14,5.11,3.18,1
0.74,5,6,5,61.6,55.0,2410,5.81,5.87,3.6,1
0.91,1,3,1,65.0,58.0,2129,6.05,6.02,3.92,1
0.57,4,6,4,62.1,59.0,1746,5.33,5.29,3.3,1
0.42,5,5,5,62.6,55.0,1031,4.77,4.78,2.99,1
0.74,3,6,3,61.7,57.0,2319,5.78,5.85,3.59,1
0.72,2,3,2,63.6,59.0,1909,5.61,5.58,3.56,1
0.5,4,6,4,62.3,58.0,1436,5.02,5.06,3.14,1
0.72,3,3,3,61.8,60.0,2109,5.72,5.76,3.55,1
0.73,4,3,4,62.0,57.0,1927,5.79,5.76,3.58,1
0.41,5,6,5,62.3,56.0,1192,4.77,4.73,2.96,1
0.59,3,6,3,63.7,57.0,1265,5.31,5.36,3.4,1
0.53,5,7,5,61.4,56.0,1721,5.18,5.25,3.2,1
0.72,3,3,3,62.7,54.0,2386,5.74,5.8,3.62,1
0.71,2,6,2,64.5,55.6,2282,5.58,5.61,3.6,1
0.54,5,4,5,62.5,53.0,1227,5.22,5.25,3.27,1
0.35,5,7,5,62.2,56.0,1254,4.52,4.51,2.81,1
0.36,3,5,3,60.4,62.0,1002,4.6,4.64,2.79,1
0.5,5,6,5,62.7,57.0,1282,5.06,5.09,3.18,1
0.51,5,7,5,61.4,57.0,1656,5.13,5.16,3.16,1
0.5,3,7,3,62.5,58.0,1665,5.04,5.11,3.17,1
0.78,5,2,5,61.1,56.0,2169,5.95,5.97,3.64,1
0.57,5,5,5,61.8,57.0,1608,5.3,5.32,3.28,1
0.73,5,4,5,62.8,57.0,2330,5.77,5.72,3.61,1
0.56,4,5,4,60.2,59.0,1340,5.34,5.36,3.22,1
0.41,5,5,5,62.7,56.0,1061,4.76,4.72,2.97,1
0.73,1,4,1,66.2,56.0,1104,5.62,5.46,3.69,1
0.62,3,4,3,61.7,63.0,1709,5.48,5.42,3.36,1
0.54,5,5,5,61.8,56.0,1985,5.23,5.25,3.24,1
0.51,5,6,5,61.9,56.0,2098,5.09,5.14,3.16,1
0.41,4,5,4,61.4,58.0,1007,4.75,4.8,2.93,1
0.56,5,4,5,60.9,57.0,1814,5.38,5.33,3.26,1
0.5,3,8,3,63.4,57.0,1758,5.09,5.04,3.21,1
0.54,3,8,3,62.1,58.0,1662,5.21,5.23,3.24,1
0.5,3,8,3,63.3,55.0,2310,5.08,5.06,3.21,1
0.41,4,7,4,62.3,59.0,1079,4.74,4.76,2.96,1
0.62,4,4,4,61.9,58.0,2232,5.49,5.46,3.39,1
0.42,5,5,5,61.1,56.0,1235,4.87,4.82,2.96,1
0.43,4,5,4,61.8,59.0,1008,4.88,4.83,3.0,1
0.71,4,5,4,60.4,59.0,2352,5.81,5.75,3.49,1
0.36,5,6,5,61.9,56.0,1013,4.59,4.56,2.83,1
0.55,5,8,5,61.5,56.0,2020,5.28,5.26,3.24,1
0.5,5,8,5,62.3,55.0,1752,5.07,5.11,3.17,1
0.5,4,7,4,61.4,58.0,1240,5.11,5.09,3.13,1
0.51,3,6,3,62.0,56.0,2041,5.1,5.15,3.17,1
0.72,1,7,1,68.4,64.0,2125,5.38,5.32,3.66,1
0.7,2,4,2,63.4,60.0,2394,5.59,5.61,3.55,1
0.74,5,2,5,61.7,57.0,2468,5.79,5.84,3.59,1
0.57,5,8,5,61.4,55.0,1810,5.35,5.34,3.28,1
0.47,5,5,5,60.8,56.0,1163,5.0,5.03,3.05,1
0.7,1,7,1,66.1,58.0,1273,5.61,5.51,3.67,1
0.36,5,8,5,61.7,55.0,1094,4.58,4.62,2.84,1
0.78,1,5,1,64.9,55.2,2401,5.75,5.82,3.76,1
0.5,5,7,5,62.2,54.0,1624,5.08,5.11,3.17,1
0.5,1,5,1,62.9,67.0,1791,5.02,4.96,3.14,1
0.5,2,6,2,63.6,58.0,1433,5.05,5.02,3.2,1
0.52,2,5,2,63.1,56.0,1049,5.08,5.12,3.22,1
0.7,5,3,5,62.5,54.0,2353,5.68,5.71,3.56,1
0.52,5,7,5,60.9,56.0,1232,5.2,5.23,3.17,1
0.54,5,6,5,62.3,53.7,2334,5.22,5.26,3.26,1
0.36,5,4,5,62.3,56.0,1053,4.57,4.54,2.84,1
0.72,1,5,1,65.1,57.0,1147,5.65,5.55,3.65,1
0.57,5,7,5,61.2,57.0,1613,5.37,5.32,3.27,1
0.51,5,4,5,62.1,54.0,1161,5.13,5.15,3.19,1
0.41,4,7,4,60.7,58.0,1367,4.8,4.86,2.93,1
0.42,5,7,5,62.1,55.0,1400,4.78,4.81,2.98,1
0.51,4,8,4,61.6,58.0,1569,5.12,5.14,3.16,1
0.56,3,4,3,61.8,54.1,1576,5.31,5.34,3.29,1
0.41,5,7,5,61.4,53.9,1186,4.79,4.81,2.95,1
0.67,2,7,2,61.6,61.0,2270,5.57,5.6,3.44,1
0.51,4,7,4,59.3,58.0,1662,5.23,5.2,3.09,1
0.39,3,6,3,63.5,58.0,1058,4.65,4.61,2.94,1
0.56,3,8,3,62.5,58.0,1578,5.23,5.27,3.28,1
0.5,5,4,5,61.9,54.0,1370,5.12,5.15,3.18,1
0.5,5,5,5,61.9,58.0,1883,5.06,5.09,3.14,1
0.42,5,5,5,62.0,53.0,1289,4.83,4.85,3.0,1
0.5,5,7,5,62.2,57.0,1331,5.05,5.08,3.15,1
0.51,2,5,2,63.9,56.0,1443,5.1,5.07,3.25,1
0.55,5,4,5,62.1,55.0,1668,5.25,5.28,3.27,1
0.52,5,3,5,61.8,55.0,1074,5.16,5.19,3.2,1
0.41,5,5,5,62.4,54.0,1061,4.81,4.78,2.99,1
0.71,4,2,4,62.8,61.0,1917,5.71,5.63,3.56,1
0.46,4,3,4,59.4,60.0,1208,5.04,5.02,2.99,1
0.6,5,7,5,61.2,56.0,2079,5.44,5.45,3.33,1
0.7,2,3,2,63.3,55.0,2394,5.61,5.67,3.57,1
0.51,5,6,5,60.4,56.0,1680,5.18,5.21,3.14,1
0.7,3,7,3,63.2,56.0,2298,5.6,5.64,3.55,1
0.53,5,4,5,62.5,54.0,1353,5.17,5.2,3.24,1
0.52,5,4,5,62.0,57.0,1385,5.12,5.08,3.16,1
0.58,5,6,5,62.4,57.0,2227,5.36,5.32,3.33,1
0.51,3,7,3,58.3,63.0,1265,5.21,5.26,3.05,1
0.59,3,7,3,62.9,57.0,1664,5.33,5.36,3.36,1
0.5,2,6,2,57.9,62.0,1231,5.21,5.18,3.01,1
0.71,5,4,5,60.8,57.0,2006,5.77,5.81,3.52,1
0.4,5,7,5,61.7,57.0,1056,4.77,4.73,2.93,1
0.38,4,7,4,60.2,58.0,1000,4.66,4.71,2.82,1
0.51,5,5,5,62.2,55.0,1656,5.11,5.14,3.19,1
0.42,5,6,5,61.3,57.0,1103,4.85,4.8,2.96,1
0.75,2,2,2,63.9,56.0,2250,5.76,5.71,3.66,1
0.55,5,3,5,61.7,56.0,1712,5.29,5.24,3.25,1
0.51,5,8,5,62.0,55.0,2145,5.13,5.16,3.19,1
0.33,5,7,5,61.6,56.0,1002,4.46,4.43,2.74,1
0.7,5,4,5,62.5,56.0,2294,5.64,5.69,3.54,1
0.6,2,5,2,59.8,61.9,1793,5.45,5.5,3.27,1
0.71,4,5,4,59.9,59.0,1808,5.82,5.79,3.48,1
0.6,5,6,5,61.5,55.0,1580,5.49,5.44,3.36,1
0.43,4,7,4,62.4,56.0,1016,4.83,4.79,3.0,1
0.52,4,3,4,60.1,58.0,1733,5.26,5.23,3.15,1
0.58,5,7,5,61.1,57.0,1984,5.41,5.39,3.3,1
0.38,5,6,5,61.0,57.0,1117,4.69,4.72,2.87,1
0.55,4,7,4,61.9,58.0,1273,5.24,5.2,3.23,1
0.5,5,7,5,62.2,57.0,1724,5.13,5.1,3.18,1
0.52,5,4,5,61.0,56.0,1223,5.2,5.23,3.18,1
0.54,3,8,3,60.5,59.0,1885,5.24,5.28,3.18,1
0.72,3,2,3,63.0,57.0,1966,5.69,5.74,3.6,1
0.7,3,5,3,62.0,61.0,2234,5.68,5.71,3.53,1
0.72,4,5,4,61.3,56.0,2316,5.79,5.76,3.54,1
0.61,3,7,3,60.1,59.0,1721,5.48,5.51,3.3,1
0.31,5,7,5,60.4,56.0,1188,4.43,4.38,2.66,1
0.4,4,6,4,60.2,59.0,1263,4.74,4.76,2.86,1
0.38,5,7,5,62.1,57.0,1097,4.65,4.62,2.88,1
0.71,4,4,4,62.5,60.0,2207,5.75,5.68,3.57,1
0.58,5,5,5,61.4,55.0,1330,5.38,5.41,3.31,1
0.4,4,8,4,59.2,59.0,1123,4.79,4.81,2.84,1
0.51,3,7,3,63.6,59.0,1577,4.99,5.07,3.2,1
0.7,2,7,2,65.0,57.0,2038,5.53,5.58,3.61,1
0.36,5,6,5,61.4,55.9,1138,4.58,4.62,2.82,1
0.51,1,6,1,65.2,57.0,1193,5.03,5.09,3.3,1
0.62,5,5,5,62.4,57.0,2178,5.44,5.46,3.4,1
0.5,4,8,4,61.1,58.0,1683,5.18,5.09,3.14,1
0.47,4,7,4,59.3,56.0,1087,5.07,5.05,3.02,1
0.73,5,3,5,61.7,55.0,2453,5.79,5.82,3.58,1
0.4,5,7,5,62.3,54.0,1090,4.74,4.76,2.96,1
0.51,4,4,4,60.9,60.0,1202,5.19,5.16,3.15,1
0.99,1,2,1,62.9,58.0,1901,6.33,6.1,3.91,1
0.66,5,4,5,62.7,55.0,2222,5.6,5.57,3.5,1
0.53,5,7,5,61.9,56.0,1721,5.19,5.21,3.22,1
0.36,5,7,5,61.6,57.0,1094,4.58,4.54,2.81,1
0.7,3,6,3,58.9,57.0,2400,5.79,5.85,3.43,1
0.58,3,5,3,63.2,58.0,1336,5.36,5.28,3.36,1
0.56,4,7,4,61.1,57.0,1864,5.38,5.33,3.27,1
0.5,4,6,4,60.6,59.0,1764,5.19,5.14,3.13,1
0.7,5,6,5,62.0,56.0,2355,5.68,5.71,3.53,1
