carat,cut,color,clarity,depth,table,price,x,y,z,cluster
0.96,1,4,1,67.6,63.0,2672,5.99,5.84,4.01,2
1.11,2,2,2,63.6,58.0,3916,6.57,6.48,4.15,2
0.76,5,6,5,61.0,55.0,3257,5.89,5.92,3.6,2
0.9,2,7,2,62.1,63.0,3724,6.09,6.12,3.79,2
1.01,3,8,3,63.1,54.0,4338,6.43,6.37,4.04,2
0.81,4,7,4,60.8,59.0,3213,5.99,5.95,3.63,2
0.91,3,6,3,62.2,57.0,4108,6.19,6.25,3.87,2
0.8,3,4,3,62.9,58.0,4468,5.82,5.88,3.68,2
0.71,5,8,5,62.2,55.0,3136,5.74,5.71,3.56,2
0.7,5,8,5,62.5,57.0,3287,5.64,5.68,3.54,2
1.04,3,3,3,61.9,58.0,4426,6.45,6.47,4.0,2
1.06,4,4,4,61.6,59.0,4872,6.55,6.54,4.03,2
0.91,3,5,3,62.9,54.0,3615,6.14,6.22,3.89,2
0.75,3,7,3,62.3,57.0,4889,5.73,5.83,3.6,2
0.72,5,8,5,61.1,58.0,2514,5.76,5.79,3.53,2
0.96,3,6,3,59.8,59.0,4218,6.38,6.45,3.84,2
0.72,3,8,3,63.1,59.0,3139,5.67,5.7,3.59,2
0.69,3,5,3,60.8,55.0,3323,5.74,5.77,3.5,2
0.61,5,5,5,61.2,56.0,3008,5.46,5.48,3.35,2
1.01,4,3,4,60.5,60.0,4072,6.52,6.5,3.94,2
0.71,5,7,5,62.5,55.0,3247,5.67,5.73,3.56,2
0.73,4,5,4,61.5,58.0,2770,5.79,5.75,3.55,2
0.71,4,7,4,60.8,55.0,2554,5.85,5.8,3.54,2
1.26,2,2,2,63.9,58.0,4255,6.78,6.74,4.32,2
1.1,5,3,5,60.8,61.0,4868,6.63,6.7,4.05,2
1.0,2,8,2,58.1,65.0,4427,6.54,6.48,3.78,2
0.82,3,6,3,62.9,59.0,2643,5.89,5.93,3.72,2
1.14,3,6,3,62.9,59.0,4652,6.62,6.64,4.17,2
0.7,5,5,5,61.6,56.0,2757,5.7,5.67,3.5,2
1.02,5,3,5,62.7,56.0,4281,6.37,6.43,4.01,2
0.7,5,6,5,61.6,56.0,3399,5.65,5.72,3.5,2
0.9,3,7,3,63.1,61.0,4092,6.18,6.14,3.89,2
0.72,4,7,4,63.0,56.0,2666,5.76,5.73,3.62,2
0.72,5,5,5,62.4,59.0,3035,5.71,5.74,3.57,2
1.0,1,5,1,67.8,61.0,2856,5.96,5.9,4.02,2
1.02,2,6,2,64.1,60.0,4179,6.25,6.29,4.02,2
1.01,2,8,2,63.6,57.0,4719,6.35,6.39,4.05,2
0.62,5,5,5,60.3,57.0,3378,5.54,5.61,3.35,2
0.9,1,4,1,61.4,61.0,3282,6.08,6.14,3.75,2
1.02,4,8,4,60.3,58.0,4718,6.52,6.48,3.92,2
0.95,2,3,2,63.8,57.0,2956,6.13,6.23,3.94,2
0.9,2,6,2,64.3,57.0,3427,6.08,6.01,3.89,2
1.14,5,6,5,61.3,56.0,4124,6.76,6.74,4.13,2
0.8,3,6,3,61.5,56.0,2652,5.93,5.98,3.66,2
0.91,2,4,2,63.8,60.0,3520,6.0,6.16,3.88,2
0.9,2,4,2,64.3,60.0,3890,6.02,6.04,3.88,2
0.71,5,7,5,61.6,56.0,2891,5.74,5.76,3.54,2
0.7,5,8,5,62.8,57.0,2998,5.69,5.75,3.59,2
0.71,5,7,5,61.0,55.0,2863,5.79,5.75,3.52,2
0.9,4,4,4,61.6,58.0,4032,6.26,6.18,3.83,2
0.72,3,3,3,62.8,56.0,2562,5.69,5.75,3.59,2
1.1,4,7,4,59.1,60.0,4967,6.77,6.7,3.98,2
0.9,3,4,3,63.2,59.0,4324,6.08,6.11,3.85,2
1.17,2,2,2,63.9,55.0,4054,6.66,6.73,4.28,2
0.6,3,5,3,61.2,56.0,2528,5.41,5.46,3.32,2
1.08,3,7,3,63.5,56.0,3726,6.53,6.48,4.13,2
0.75,5,6,5,62.3,57.0,2933,5.81,5.87,3.64,2
0.72,5,7,5,61.3,56.0,2731,5.77,5.81,3.55,2
0.77,4,7,4,61.7,61.0,2614,5.93,5.9,3.65,2
0.74,3,7,3,63.1,57.0,2617,5.8,5.76,3.65,2
0.74,5,8,5,61.4,58.0,3668,5.8,5.83,3.57,2
0.76,3,3,3,63.1,58.0,2601,5.77,5.79,3.65,2
0.82,5,7,5,60.9,56.0,3328,6.06,6.12,3.71,2
0.7,5,3,5,61.8,56.0,2530,5.69,5.75,3.54,2
0.64,4,7,4,62.1,58.0,2870,5.56,5.51,3.44,2
0.92,5,7,5,61.4,54.6,4258,6.25,6.29,3.85,2
0.71,5,6,5,61.1,56.0,3199,5.71,5.74,3.5,2
1.18,4,2,4,61.3,60.0,4274,6.83,6.78,4.17,2
0.79,2,8,2,63.9,56.0,2539,5.89,5.84,3.75,2
0.56,3,8,3,62.0,56.0,2866,5.25,5.3,3.27,2
0.7,3,7,3,62.5,57.0,2593,5.64,5.68,3.54,2
0.9,3,6,3,63.1,58.0,3624,6.09,6.15,3.86,2
0.7,3,6,3,63.1,58.0,3622,5.6,5.66,3.55,2
1.03,1,4,1,66.3,57.0,3749,6.35,6.25,4.18,2
0.9,4,6,4,61.9,55.0,4536,6.25,6.23,3.86,2
0.7,5,7,5,61.6,56.0,3330,5.7,5.72,3.52,2
0.7,2,8,2,64.1,59.0,3033,5.56,5.49,3.54,2
0.74,3,4,3,60.5,60.0,2921,5.79,5.81,3.51,2
0.71,5,8,5,61.6,56.0,2690,5.78,5.82,3.57,2
0.7,2,8,2,63.2,60.0,3087,5.56,5.61,3.53,2
0.81,5,7,5,62.0,55.0,2559,6.0,5.96,3.71,2
0.7,1,5,1,57.1,62.0,2553,5.89,5.94,3.38,2
0.81,5,7,5,62.4,57.0,3109,5.92,5.97,3.71,2
0.7,5,6,5,61.2,58.0,3154,5.7,5.73,3.5,2
0.76,5,7,5,62.5,57.0,3033,5.8,5.82,3.63,2
0.7,5,4,5,61.3,59.0,3309,5.69,5.72,3.5,2
1.0,5,4,5,61.4,55.0,4469,6.49,6.44,3.97,2
0.8,4,5,4,62.6,58.0,4193,5.93,5.89,3.7,2
0.7,4,5,4,62.6,55.0,2838,5.73,5.64,3.56,2
1.01,3,7,3,63.5,55.0,4363,6.32,6.38,4.03,2
0.82,2,5,2,59.9,62.0,2893,6.02,6.04,3.61,2
1.02,3,8,3,63.4,59.0,4718,6.41,6.37,4.05,2
1.06,3,4,3,60.2,59.0,4900,6.6,6.55,3.96,2
1.0,4,4,4,61.3,60.0,2695,6.39,6.43,3.93,2
0.81,2,5,2,61.0,61.0,2789,5.94,5.99,3.64,2
1.0,2,6,2,63.8,58.0,4081,6.28,6.33,4.02,2
1.5,4,4,4,61.1,59.0,3599,7.37,7.26,4.47,2
0.61,5,5,5,62.7,58.0,2544,5.39,5.43,3.39,2
0.7,2,7,2,61.3,62.0,3277,5.64,5.72,3.48,2
0.9,4,5,4,62.0,60.0,4137,6.19,6.14,3.82,2
0.7,4,6,4,62.0,56.0,2573,5.72,5.67,3.53,2
0.51,3,8,3,59.9,58.0,2834,5.16,5.19,3.1,2
1.01,4,5,4,62.3,59.0,4138,6.37,6.34,3.96,2
0.7,3,7,3,61.5,58.0,3429,5.67,5.71,3.5,2
0.91,4,8,4,59.0,61.0,4663,6.35,6.29,3.73,2
1.25,4,2,4,59.8,58.0,3751,7.02,6.96,4.18,2
1.04,5,5,5,60.4,58.0,4566,6.56,6.62,3.98,2
0.7,5,8,5,61.8,56.0,2872,5.63,5.73,3.51,2
1.11,5,4,5,62.6,56.0,4719,6.58,6.65,4.14,2
0.75,3,6,3,62.3,57.0,3270,5.83,5.88,3.65,2
1.01,5,3,5,60.0,60.0,4872,6.53,6.57,3.93,2
1.0,1,6,1,62.6,59.0,4925,6.25,6.3,3.93,2
0.74,5,3,5,61.3,57.0,3130,5.82,5.85,3.57,2
0.7,3,4,3,57.9,62.0,2508,5.8,5.9,3.39,2
0.77,5,8,5,62.3,55.0,3011,5.9,5.85,3.66,2
0.75,5,7,5,62.5,57.0,3555,5.8,5.85,3.64,2
0.9,3,7,3,62.2,59.0,4580,6.13,6.18,3.83,2
0.53,5,8,5,62.1,57.0,3442,5.15,5.18,3.21,2
0.9,5,4,5,61.6,57.0,4173,6.17,6.29,3.84,2
0.72,4,8,4,60.6,57.0,3205,5.82,5.79,3.52,2
0.73,5,5,5,60.2,56.0,3273,5.86,5.9,3.54,2
1.08,4,5,4,60.7,60.0,4318,6.64,6.61,4.02,2
1.01,3,5,3,63.3,57.0,4185,6.37,6.35,4.02,2
1.0,1,7,1,56.9,63.0,3889,6.54,6.49,3.71,2
1.51,1,4,1,65.6,61.0,3765,7.16,7.0,4.66,2
1.01,1,6,1,65.2,57.0,3837,6.33,6.24,4.1,2
0.9,3,8,3,62.2,57.0,3975,6.11,6.15,3.81,2
0.7,3,7,3,60.9,59.0,2537,5.67,5.76,3.48,2
1.1,3,5,3,63.4,56.0,4066,6.56,6.54,4.15,2
1.0,1,5,1,66.2,58.0,4295,6.25,6.15,4.11,2
0.7,5,7,5,60.5,59.0,3201,5.72,5.75,3.47,2
1.0,5,3,5,58.8,55.0,3629,6.53,6.46,3.82,2
0.75,5,8,5,62.0,58.0,3152,5.81,5.84,3.61,2
1.01,2,6,2,63.3,59.0,4899,6.38,6.42,4.05,2
0.91,5,7,5,62.3,57.0,4284,6.21,6.25,3.88,2
1.0,5,3,5,62.6,54.0,3858,6.39,6.35,3.99,2
1.08,5,3,5,61.4,57.0,4355,6.67,6.62,4.08,2
0.73,3,5,3,61.4,58.0,3288,5.83,5.86,3.59,2
1.03,5,3,5,62.3,59.0,4162,6.39,6.45,4.0,2
0.74,5,7,5,59.5,57.0,3189,5.92,5.94,3.53,2
0.71,3,8,3,63.1,56.0,2743,5.73,5.68,3.6,2
1.0,4,7,4,61.2,60.0,4620,6.42,6.45,3.94,2
0.72,3,5,3,60.0,59.0,2671,5.8,5.84,3.49,2
0.85,3,7,3,63.1,58.0,2966,6.02,6.0,3.79,2
0.81,5,7,5,61.6,55.0,4764,5.96,6.02,3.69,2
0.9,5,7,5,61.8,56.0,4770,6.18,6.22,3.83,2
0.79,3,8,3,62.4,60.0,4213,5.86,5.88,3.66,2
0.9,4,8,4,59.2,60.0,4114,6.34,6.3,3.74,2
0.83,4,5,4,61.6,57.0,2749,6.06,6.02,3.72,2
0.7,2,7,2,59.4,61.0,3063,5.79,5.83,3.45,2
0.76,5,8,5,62.4,57.0,2770,5.78,5.83,3.62,2
1.05,3,3,3,63.2,59.0,4986,6.47,6.44,4.08,2
1.0,3,7,3,59.6,59.0,4321,6.48,6.51,3.87,2
0.81,5,6,5,62.3,54.0,3053,5.94,5.98,3.72,2
0.9,1,3,1,65.2,60.0,3387,6.0,5.96,3.9,2
0.72,5,6,5,61.7,57.0,2804,5.74,5.77,3.55,2
0.8,4,7,4,59.9,58.0,2939,6.03,5.96,3.59,2
0.9,3,2,3,62.4,57.0,3643,6.13,6.18,3.84,2
0.72,4,7,4,58.3,58.0,2815,5.99,5.92,3.47,2
0.7,3,7,3,60.2,57.0,2593,5.77,5.82,3.49,2
1.0,4,6,4,59.8,58.0,3640,6.53,6.48,3.89,2
0.63,5,7,5,61.1,58.0,3181,5.49,5.54,3.37,2
1.01,5,2,5,61.6,55.0,3801,6.5,6.45,3.99,2
0.71,4,5,4,62.7,58.0,2694,5.71,5.67,3.57,2
0.91,2,4,2,63.7,60.0,3229,6.16,6.09,3.9,2
0.8,5,7,5,60.9,57.0,3251,6.0,6.03,3.66,2
1.02,4,7,4,60.5,58.0,4478,6.58,6.54,3.97,2
1.11,4,2,4,59.9,60.0,4315,6.78,6.71,4.04,2
1.26,5,7,5,62.4,57.0,4939,6.91,6.85,4.29,2
1.2,3,5,3,61.5,58.0,4443,6.83,6.85,4.21,2
0.73,3,4,3,60.8,56.0,2779,5.82,5.84,3.55,2
1.2,2,4,2,64.1,57.0,4704,6.68,6.65,4.27,2
0.77,3,5,3,63.0,59.0,2670,5.82,5.84,3.67,2
1.0,4,4,4,60.2,61.0,3920,6.48,6.44,3.89,2
1.0,3,3,3,63.3,56.0,4538,6.27,6.36,4.0,2
0.81,5,6,5,62.1,57.0,2843,5.91,5.95,3.68,2
0.75,2,7,2,59.7,65.0,2717,5.85,5.8,3.48,2
1.05,5,4,5,61.2,57.0,4410,6.62,6.55,4.03,2
0.72,3,7,3,60.5,55.0,3798,5.82,5.85,3.53,2
0.72,5,5,5,61.4,56.0,3478,5.75,5.79,3.55,2
1.02,4,4,4,60.5,60.0,4884,6.58,6.51,3.96,2
0.94,4,8,4,60.7,60.0,4817,6.32,6.27,3.82,2
0.9,3,3,3,62.8,52.0,3764,6.19,6.23,3.9,2
1.01,3,3,3,61.4,59.0,3833,6.42,6.45,3.95,2
0.71,5,8,5,61.3,57.0,2690,5.74,5.78,3.53,2
1.03,2,8,2,64.3,58.0,4441,6.31,6.28,4.05,2
1.02,4,5,4,62.5,58.0,4471,6.4,6.43,4.01,2
1.3,1,7,1,66.5,58.0,2571,6.79,6.75,4.5,2
0.71,4,8,4,62.7,60.0,2822,5.71,5.67,3.57,2
0.79,5,6,5,61.3,56.0,3163,5.96,6.01,3.67,2
1.03,5,6,5,62.6,57.0,3461,6.44,6.4,4.02,2
1.16,5,2,5,60.7,57.0,4028,6.83,6.77,4.13,2
1.09,5,5,5,61.0,56.0,3549,6.62,6.66,4.05,2
1.01,3,3,3,62.1,59.0,4418,6.36,6.42,3.97,2
1.12,4,2,4,60.6,59.0,2898,6.68,6.61,4.03,2
1.14,5,3,5,61.8,57.0,4724,6.76,6.68,4.15,2
0.72,5,6,5,62.1,54.0,2989,5.76,5.8,3.59,2
1.0,3,7,3,62.4,57.0,4620,6.33,6.4,3.97,2
0.93,4,8,4,60.8,59.0,4448,6.27,6.24,3.8,2
0.74,3,4,3,62.3,56.0,2956,5.75,5.78,3.59,2
0.73,5,6,5,61.2,57.0,3797,5.79,5.84,3.56,2
0.76,5,4,5,62.0,56.0,3948,5.86,5.88,3.64,2
0.9,2,3,2,62.4,61.0,3972,6.05,6.09,3.79,2
1.01,3,6,3,63.2,59.0,4497,6.38,6.35,4.02,2
1.0,2,8,2,64.3,60.0,3965,6.22,6.19,3.99,2
0.7,5,8,5,62.6,54.0,2936,5.69,5.72,3.57,2
1.02,5,6,5,61.0,58.0,4457,6.48,6.51,3.96,2
0.9,4,4,4,62.1,58.0,3989,6.16,6.2,3.84,2
0.61,5,5,5,61.8,52.0,2601,5.46,5.55,3.4,2
0.72,3,6,3,59.6,63.0,2724,5.92,5.75,3.48,2
1.09,4,5,4,61.3,60.0,3601,6.66,6.59,4.06,2
0.71,4,8,4,59.2,59.0,3718,5.9,5.85,3.48,2
0.64,5,5,5,60.7,57.0,2587,5.58,5.63,3.4,2
0.63,4,7,4,60.3,62.0,2879,5.55,5.53,3.34,2
0.9,3,6,3,63.2,57.0,4715,6.12,6.07,3.85,2
0.71,4,8,4,61.7,59.0,2743,5.67,5.71,3.51,2
1.1,4,6,4,62.1,56.0,3918,6.68,6.56,4.12,2
0.91,3,8,3,62.1,59.0,4466,6.1,6.18,3.81,2
0.99,1,2,1,55.0,61.0,2812,6.72,6.67,3.68,2
0.9,2,8,2,64.4,60.0,4117,5.95,6.0,3.85,2
1.38,2,2,2,63.7,58.0,4598,7.06,7.01,4.48,2
0.77,5,8,5,62.3,56.0,3158,5.84,5.87,3.65,2
0.7,5,4,5,60.2,57.0,3175,5.78,5.82,3.49,2
1.01,2,6,2,63.8,59.0,4989,6.32,6.29,4.02,2
0.9,3,2,3,63.4,54.0,2834,6.17,6.14,3.9,2
1.22,3,2,3,62.2,60.0,4058,6.77,6.89,4.25,2
1.2,1,3,1,66.2,55.0,3011,6.61,6.51,4.34,2
1.1,4,4,4,59.5,57.0,4004,6.81,6.74,4.03,2
0.74,1,4,1,66.1,61.0,2553,5.6,5.57,3.69,2
0.83,1,3,1,64.9,58.0,2577,5.9,5.84,3.81,2
1.26,5,2,5,62.5,53.0,4742,6.9,6.86,4.3,2
0.91,2,5,2,63.6,59.0,3282,6.15,6.11,3.9,2
0.7,4,6,4,61.7,58.0,2838,5.69,5.63,3.49,2
1.01,3,3,3,63.4,62.0,4072,6.25,6.18,3.94,2
0.7,5,8,5,61.6,58.0,3092,5.66,5.7,3.5,2
0.9,3,2,3,63.3,59.0,2973,6.08,6.12,3.86,2
1.02,4,8,4,59.5,62.0,4912,6.56,6.52,3.89,2
1.18,4,2,4,62.5,55.0,4460,6.82,6.74,4.24,2
1.0,4,4,4,62.7,59.0,4032,6.35,6.31,3.97,2
1.16,4,2,4,62.2,58.0,4326,6.75,6.68,4.18,2
1.13,5,4,5,62.2,55.0,3745,6.69,6.65,4.15,2
1.01,4,4,4,59.9,59.0,4242,6.51,6.48,3.89,2
1.0,4,6,4,62.4,59.0,3344,6.34,6.38,3.97,2
0.82,1,6,1,56.7,70.0,2508,6.28,6.16,3.53,2
1.01,2,7,2,64.1,62.0,4480,6.26,6.19,3.99,2
0.91,2,3,2,64.3,58.0,2813,6.09,6.05,3.9,2
0.92,3,7,3,60.7,59.0,4232,6.25,6.28,3.8,2
0.92,1,4,1,56.0,60.0,3924,6.53,6.51,3.65,2
0.74,4,5,4,61.2,59.0,3145,5.84,5.79,3.56,2
0.9,3,8,3,63.4,53.0,4187,6.1,6.17,3.89,2
0.9,3,3,3,61.8,58.0,3176,6.2,6.26,3.85,2
1.01,1,6,1,58.2,61.0,4127,6.48,6.52,3.78,2
0.52,5,7,5,61.4,57.0,2512,5.21,5.18,3.19,2
0.77,5,3,5,61.2,59.0,2558,5.91,5.95,3.63,2
1.01,3,3,3,62.9,58.0,4759,6.36,6.4,4.01,2
0.9,2,3,2,63.7,61.0,3246,6.1,6.06,3.87,2
1.01,2,6,2,58.2,61.0,4140,6.47,6.53,3.78,2
0.93,4,8,4,60.8,60.0,3812,6.3,6.24,3.81,2
0.7,3,8,3,62.8,60.0,2757,5.66,5.68,3.56,2
1.01,2,5,2,63.5,60.0,4588,6.3,6.33,4.01,2
0.9,2,4,2,63.1,60.0,3024,6.09,6.14,3.86,2
1.21,1,2,1,65.3,60.0,4147,6.6,6.51,4.28,2
0.9,2,6,2,63.1,57.0,4370,6.13,6.16,3.88,2
0.98,4,6,4,62.3,56.0,3485,6.44,6.35,3.98,2
0.9,2,8,2,59.5,62.0,3798,6.2,6.23,3.7,2
1.0,2,4,2,63.6,61.0,4722,6.25,6.21,3.96,2
1.0,3,5,3,62.6,58.0,4725,6.34,6.38,3.98,2
0.7,5,6,5,61.0,57.0,3478,5.73,5.75,3.5,2
1.12,3,5,3,60.2,59.0,4852,6.7,6.85,4.08,2
0.73,5,5,5,61.2,56.0,3589,5.82,5.85,3.57,2
0.91,5,3,5,62.2,56.0,3751,6.22,6.18,3.86,2
0.9,5,8,5,62.7,56.0,4612,6.18,6.16,3.87,2
1.12,4,4,4,61.6,58.0,4719,6.72,6.62,4.11,2
1.19,4,5,4,58.9,60.0,4758,7.0,6.92,4.09,2
0.72,5,3,5,62.8,57.0,2594,5.69,5.74,3.59,2
0.72,2,6,2,60.7,60.0,2795,5.74,5.72,3.48,2
1.25,5,2,5,62.7,57.0,4764,6.86,6.88,4.31,2
1.21,1,5,1,64.5,56.0,4637,6.69,6.62,4.29,2
0.7,3,7,3,62.2,57.0,3063,5.63,5.68,3.52,2
0.93,3,5,3,62.9,56.0,4163,6.2,6.23,3.91,2
0.72,5,5,5,61.4,54.0,2548,5.79,5.81,3.56,2
0.9,3,4,3,63.6,58.0,4258,6.1,6.14,3.89,2
0.73,3,6,3,58.9,60.0,2503,5.9,5.81,3.45,2
0.73,5,7,5,62.0,57.0,3714,5.79,5.73,3.57,2
0.71,3,5,3,60.2,58.0,2604,5.71,5.75,3.45,2
1.06,5,3,5,61.4,57.0,4405,6.57,6.52,4.02,2
0.71,4,3,4,62.0,58.0,2572,5.7,5.65,3.52,2
0.7,5,5,5,61.6,55.0,3145,5.71,5.76,3.53,2
1.17,3,4,3,63.1,56.0,4652,6.76,6.71,4.25,2
0.91,5,5,5,61.8,56.0,3557,6.21,6.24,3.85,2
0.7,3,6,3,59.3,62.0,3270,5.74,5.77,3.41,2
0.82,1,4,1,64.9,58.0,3057,5.82,5.77,3.76,2
0.56,3,8,3,61.8,55.0,2866,5.27,5.31,3.27,2
0.71,3,8,3,61.0,58.0,2683,5.71,5.87,3.53,2
0.8,5,6,5,62.7,54.0,3429,5.91,5.95,3.72,2
0.71,5,4,5,62.2,57.0,2559,5.66,5.73,3.54,2
1.01,3,3,3,61.2,59.0,4243,6.34,6.44,3.92,2
0.91,5,5,5,61.8,57.0,4049,6.16,6.2,3.82,2
0.7,4,6,4,61.6,60.0,2762,5.65,5.59,3.46,2
0.93,3,7,3,63.1,57.0,4531,6.19,6.17,3.9,2
1.01,5,6,5,62.3,55.0,4276,6.38,6.31,3.95,2
0.73,5,7,5,61.9,57.0,2581,5.74,5.79,3.57,2
1.07,4,7,4,59.7,58.0,4943,6.66,6.68,3.98,2
0.81,5,7,5,61.0,56.0,3015,5.99,6.05,3.67,2
0.71,4,6,4,62.6,58.0,2803,5.7,5.67,3.56,2
0.52,5,6,5,61.5,57.0,2749,5.15,5.19,3.18,2
0.72,5,6,5,62.4,56.0,3084,5.76,5.72,3.58,2
0.7,4,5,4,62.2,57.0,2648,5.69,5.66,3.53,2
1.15,5,4,5,62.0,56.0,4959,6.75,6.68,4.16,2
1.02,4,4,4,59.8,59.0,4207,6.5,6.54,3.9,2
0.72,5,6,5,60.9,56.0,3746,5.77,5.83,3.53,2
0.71,4,6,4,60.5,58.0,2839,5.75,5.72,3.47,2
0.7,4,5,4,62.6,60.0,2535,5.66,5.58,3.52,2
1.02,4,4,4,62.5,60.0,3141,6.39,6.41,4.0,2
0.91,3,6,3,62.3,58.0,4785,6.14,6.19,3.84,2
1.0,5,2,5,59.2,62.0,3929,6.47,6.5,3.84,2
0.75,5,5,5,62.0,56.0,3740,5.79,5.85,3.61,2
0.75,5,7,5,62.0,55.0,3402,5.88,5.83,3.66,2
0.78,5,8,5,62.3,54.0,4183,5.87,5.91,3.67,2
0.51,1,6,1,65.4,60.0,3920,4.98,4.9,3.23,2
0.7,3,6,3,59.9,60.0,2810,5.77,5.84,3.48,2
0.9,5,7,5,62.7,54.0,4091,6.13,6.21,3.87,2
0.91,3,8,3,59.3,58.0,4253,6.33,6.38,3.77,2
0.75,4,7,4,61.8,58.0,3150,5.85,5.83,3.61,2
1.01,5,2,5,61.6,55.0,3732,6.45,6.5,3.99,2
1.21,4,3,4,62.6,59.0,4884,6.77,6.67,4.21,2
1.01,4,8,4,62.8,58.0,4751,6.37,6.3,3.98,2
0.78,5,7,5,62.0,55.0,3334,5.89,5.95,3.67,2
1.01,2,5,2,63.4,58.0,4588,6.28,6.33,4.0,2
0.84,3,7,3,58.8,58.0,3453,6.16,6.28,3.66,2
0.9,3,4,3,64.1,59.0,3255,5.97,6.07,3.86,2
0.51,5,8,5,61.7,56.0,2718,5.14,5.16,3.18,2
0.8,3,7,3,63.1,56.0,3050,5.93,5.83,3.71,2
0.91,5,6,5,62.4,57.0,3812,6.18,6.22,3.87,2
0.7,5,6,5,61.0,55.0,2874,5.77,5.73,3.51,2
0.9,2,7,2,64.0,58.0,4203,6.07,6.02,3.87,2
