carat,cut,color,clarity,depth,table,price,x,y,z,cluster
1.01,3,8,3,63.3,55.0,12581,6.36,6.28,4.0,4
1.63,5,6,5,61.5,56.0,13363,7.55,7.58,4.66,4
1.51,1,5,1,60.8,66.0,12948,7.35,7.25,4.44,4
2.08,2,3,2,63.8,58.0,14084,8.1,8.02,5.14,4
1.76,5,3,5,60.2,58.0,14065,7.84,7.87,4.73,4
2.01,4,4,4,58.5,58.0,16956,8.3,8.25,4.84,4
2.11,4,5,4,62.2,58.0,13598,8.19,8.23,5.11,4
2.01,5,3,5,62.5,55.0,13777,8.12,8.08,5.06,4
2.05,4,6,4,60.2,59.0,18784,8.28,8.33,5.0,4
2.1,1,6,1,59.5,69.0,16506,8.35,8.25,4.94,4
1.39,3,7,3,60.9,61.0,12614,7.15,7.19,4.37,4
2.0,2,3,2,63.5,59.0,14889,7.93,7.98,5.05,4
2.01,2,3,2,58.5,62.0,14998,8.24,8.31,4.84,4
1.73,5,7,5,61.9,57.0,15842,7.74,7.66,4.77,4
1.57,5,4,5,62.2,55.0,12810,7.44,7.49,4.64,4
2.2,5,4,5,62.6,55.0,14408,8.34,8.31,5.21,4
2.21,4,6,4,62.1,59.0,16804,8.33,8.26,5.15,4
1.07,3,8,3,59.0,59.0,17909,6.63,6.72,3.94,4
2.01,3,3,3,64.4,56.0,16811,7.84,7.9,5.07,4
2.01,4,2,4,62.2,58.0,15836,8.1,7.89,5.0,4
1.24,5,5,5,62.0,55.0,13178,6.93,6.89,4.29,4
1.74,4,3,4,58.6,59.0,12168,7.99,7.87,4.65,4
3.0,4,3,4,60.7,59.0,16970,9.3,9.14,5.6,4
2.03,4,3,4,58.5,60.0,16309,8.37,8.34,4.89,4
2.39,4,3,4,61.2,60.0,17642,8.63,8.6,5.27,4
2.42,4,2,4,58.5,59.0,16198,8.85,8.82,5.17,4
1.53,5,7,5,62.3,54.2,12791,7.35,7.38,4.59,4
1.52,3,6,3,62.7,59.0,14066,7.3,7.33,4.59,4
1.31,5,5,5,61.6,57.0,12008,6.99,7.04,4.32,4
1.63,5,7,5,61.3,55.0,17825,7.6,7.63,4.67,4
2.13,4,6,4,62.4,58.0,13760,8.22,8.16,5.11,4
2.02,3,4,3,62.7,58.0,18398,7.96,8.01,5.01,4
2.0,3,4,3,62.8,57.0,18803,7.95,8.0,5.01,4
1.7,5,4,5,62.2,57.0,13632,7.63,7.67,4.76,4
2.51,2,3,2,63.7,61.0,14209,8.51,8.48,5.41,4
1.55,5,8,5,62.1,59.0,15887,7.34,7.37,4.57,4
2.03,5,5,5,63.0,56.0,12618,8.04,7.99,5.05,4
1.54,5,5,5,62.0,57.0,14650,7.4,7.45,4.6,4
2.05,3,4,3,63.1,58.0,12401,8.05,8.0,5.07,4
2.0,4,8,4,61.0,58.0,14406,8.06,7.97,4.89,4
2.0,4,7,4,58.1,60.0,15984,8.32,8.25,4.81,4
2.01,5,4,5,59.3,58.0,17403,8.25,8.19,4.87,4
1.93,3,3,3,62.8,58.0,13278,7.89,7.97,4.98,4
1.51,4,8,4,59.6,58.0,12738,7.51,7.48,4.47,4
1.55,5,4,5,61.4,57.0,13544,7.47,7.42,4.57,4
2.01,3,4,3,60.0,58.0,17095,8.16,8.25,4.92,4
1.75,3,5,3,62.8,59.0,16073,7.53,7.62,4.76,4
2.36,2,2,2,58.9,64.0,12286,8.75,8.68,5.14,4
2.01,3,4,3,60.6,62.0,16582,8.05,8.08,4.89,4
1.27,3,6,3,62.5,56.0,13200,6.99,6.93,4.35,4
1.6,5,6,5,61.1,55.0,13140,7.55,7.58,4.62,4
2.04,3,3,3,62.5,52.0,14477,8.02,8.17,5.06,4
2.03,5,2,5,62.5,57.0,14579,8.14,8.08,5.06,4
1.51,4,5,4,62.7,58.0,12872,7.31,7.2,4.55,4
1.51,5,5,5,61.8,55.0,12626,7.43,7.39,4.58,4
2.32,1,4,1,62.0,62.0,18026,8.47,8.31,5.2,4
1.67,5,8,5,62.6,54.0,14154,7.57,7.63,4.76,4
1.29,5,8,5,62.4,55.0,13485,6.93,6.99,4.34,4
2.04,4,4,4,60.8,58.0,14945,8.23,8.14,4.98,4
1.55,5,5,5,62.0,57.0,14174,7.37,7.42,4.58,4
2.01,3,3,3,62.7,58.0,16626,7.94,7.98,4.99,4
1.82,4,5,4,62.7,58.0,15162,7.75,7.68,4.84,4
1.75,4,8,4,60.6,60.0,13485,7.78,7.74,4.7,4
1.71,5,4,5,62.2,56.0,12641,7.74,7.7,4.8,4
2.08,4,3,4,62.2,58.0,15654,8.22,8.18,5.1,4
2.01,3,3,3,62.4,58.0,17570,8.06,7.99,5.01,4
2.12,4,4,4,59.1,59.0,16992,8.47,8.43,4.99,4
2.14,5,4,5,61.5,57.0,18528,8.36,8.29,5.12,4
2.51,3,4,3,63.6,58.0,18029,8.51,8.59,5.44,4
2.05,4,8,4,60.0,58.0,12891,8.31,8.23,4.96,4
2.0,4,2,4,62.2,59.0,12308,7.97,7.92,4.94,4
1.7,5,6,5,62.7,55.0,17114,7.54,7.58,4.74,4
1.62,3,6,3,63.2,56.0,14400,7.54,7.43,4.73,4
1.6,5,6,5,60.1,57.0,13853,7.65,7.59,4.58,4
2.0,4,5,4,60.3,57.0,12388,8.25,8.06,4.92,4
2.05,4,5,4,60.1,59.0,16357,8.2,8.3,4.96,4
2.4,4,2,4,59.7,58.0,16304,8.75,8.71,5.21,4
1.54,3,5,3,63.4,57.0,14433,7.28,7.36,4.64,4
2.06,4,3,4,60.8,60.0,15494,8.25,8.16,4.99,4
2.02,5,4,5,62.1,56.0,12485,8.13,8.09,5.04,4
1.52,3,5,3,62.9,60.0,12038,7.28,7.31,4.59,4
1.53,4,7,4,61.3,59.0,12968,7.4,7.35,4.52,4
2.15,5,3,5,61.7,55.0,14388,8.24,8.43,5.14,4
1.51,4,7,4,62.2,58.0,13757,7.33,7.27,4.54,4
2.01,3,3,3,62.9,59.0,18041,7.94,8.03,5.02,4
2.04,3,3,3,61.0,61.0,16616,8.08,8.14,4.95,4
1.32,1,6,1,58.0,66.0,12648,7.31,7.28,4.23,4
2.4,5,2,5,60.6,57.0,16274,8.62,8.76,5.26,4
2.06,5,3,5,62.2,55.0,18779,8.15,8.19,5.08,4
3.5,5,4,5,62.8,57.0,12587,9.65,9.59,6.03,4
1.71,5,4,5,61.8,57.0,13477,7.74,7.69,4.76,4
2.02,4,5,4,62.3,61.0,16323,8.07,7.96,4.99,4
2.21,5,3,5,61.6,57.0,18062,8.38,8.43,5.18,4
1.34,4,7,4,61.8,58.0,17663,7.15,7.08,4.4,4
2.0,3,4,3,60.9,58.0,16280,8.07,8.15,4.94,4
1.58,4,5,4,62.6,59.0,13132,7.47,7.44,4.67,4
1.63,4,6,4,59.7,62.0,12394,7.73,7.65,4.59,4
2.11,3,3,3,63.8,54.0,12937,8.13,8.19,5.21,4
1.74,4,3,4,62.5,57.0,13037,7.71,7.67,4.81,4
3.01,1,3,1,65.8,56.0,18242,8.99,8.94,5.9,4
2.01,4,5,4,61.8,59.0,15105,8.15,8.09,5.02,4
2.02,4,3,4,59.4,59.0,14211,8.21,8.25,4.89,4
2.65,4,5,4,62.0,61.0,16314,8.82,8.75,5.45,4
1.11,4,8,4,62.0,54.0,13405,6.67,6.63,4.16,4
1.72,4,3,4,62.7,58.0,12509,7.6,7.54,4.75,4
1.7,2,5,2,63.9,58.0,14787,7.46,7.5,4.78,4
2.05,4,2,4,60.1,58.0,14411,8.19,8.25,4.94,4
2.16,4,3,4,58.5,60.0,17934,8.54,8.49,4.98,4
2.01,5,4,5,61.6,57.0,17403,8.1,8.04,4.97,4
2.02,5,2,5,61.9,58.0,15231,8.06,8.1,5.0,4
1.5,3,7,3,60.4,59.0,12000,7.35,7.39,4.45,4
1.52,4,6,4,62.2,58.0,12985,7.38,7.29,4.56,4
2.06,3,5,3,59.0,58.0,15938,8.3,8.38,4.92,4
1.51,3,6,3,59.6,63.0,14673,7.34,7.43,4.4,4
1.6,5,6,5,62.0,55.0,18421,7.49,7.54,4.66,4
1.5,4,7,4,62.5,58.0,16169,7.28,7.21,4.53,4
1.53,3,5,3,62.8,56.0,12654,7.31,7.37,4.61,4
1.4,4,8,4,62.8,58.0,13730,7.17,7.07,4.47,4
2.1,3,3,3,60.6,60.0,12612,8.29,8.33,5.04,4
2.29,4,3,4,60.8,60.0,18653,8.47,8.5,5.16,4
1.5,3,5,3,63.1,62.0,14361,7.25,7.23,4.57,4
1.54,4,5,4,60.2,60.0,13292,7.51,7.44,4.5,4
2.01,4,5,4,61.8,60.0,18077,7.99,8.04,4.95,4
1.22,5,7,5,63.0,55.0,12036,6.83,6.78,4.29,4
1.7,5,4,5,62.2,57.0,13756,7.67,7.63,4.76,4
2.1,4,4,4,60.4,59.0,16629,8.33,8.28,5.02,4
2.01,1,8,1,59.4,66.0,15627,8.2,8.17,4.86,4
1.41,5,6,5,61.1,57.0,16545,7.2,7.28,4.42,4
1.51,5,7,5,61.1,57.0,13157,7.43,7.41,4.53,4
1.72,3,3,3,62.7,58.0,12396,7.54,7.6,4.75,4
1.18,5,6,5,61.5,55.6,13257,6.79,6.83,4.19,4
1.51,5,6,5,63.0,55.0,14414,7.29,7.24,4.58,4
1.74,5,4,5,61.9,55.0,12605,7.71,7.74,4.78,4
2.02,4,4,4,61.3,60.0,15987,8.16,8.11,4.99,4
2.28,4,3,4,61.6,58.0,17673,8.43,8.46,5.2,4
2.07,5,3,5,62.0,55.0,16337,8.22,8.12,5.07,4
2.05,2,5,2,63.7,61.0,16295,8.03,7.99,5.1,4
1.51,5,5,5,61.9,57.0,13115,7.37,7.3,4.54,4
2.02,5,3,5,62.3,59.0,17936,8.02,8.06,5.01,4
2.01,3,3,3,61.5,62.0,15335,7.94,8.07,4.92,4
1.51,4,7,4,60.6,59.0,12738,7.45,7.41,4.5,4
2.01,3,6,3,60.8,57.0,17244,8.09,8.15,4.94,4
1.28,5,6,5,62.2,56.0,12841,6.95,6.91,4.32,4
1.58,5,4,5,62.0,56.0,12897,7.44,7.49,4.63,4
2.1,5,4,5,62.5,57.0,13403,8.21,8.18,5.12,4
2.03,5,5,5,62.2,57.0,12573,8.09,8.06,5.03,4
2.04,5,3,5,60.0,60.0,15308,8.3,8.26,4.97,4
1.49,5,6,5,61.1,58.0,18614,7.36,7.38,4.5,4
2.13,4,5,4,60.7,60.0,16778,8.27,8.37,5.05,4
2.03,5,2,5,62.1,57.0,13880,8.15,8.08,5.04,4
1.5,3,5,3,60.9,56.0,12798,7.34,7.37,4.48,4
2.26,4,4,4,61.3,60.0,15428,8.5,8.43,5.19,4
1.69,5,6,5,62.2,57.0,16789,7.59,7.66,4.74,4
2.08,4,4,4,62.0,58.0,17258,8.19,8.1,5.05,4
1.7,5,6,5,61.3,54.0,17662,7.72,7.67,4.72,4
2.12,4,4,4,62.3,58.0,12693,8.25,8.16,5.12,4
2.24,4,3,4,61.9,58.0,15515,8.36,8.29,5.15,4
1.76,5,5,5,60.3,57.0,17442,7.9,7.83,4.74,4
2.01,4,4,4,61.8,58.0,17347,8.13,8.06,5.0,4
2.04,5,6,5,62.3,57.0,16261,8.05,8.13,5.04,4
2.28,4,4,4,61.9,61.0,16954,8.42,8.32,5.18,4
2.0,2,3,2,63.6,60.0,16291,7.95,8.03,5.08,4
3.51,4,2,4,62.5,59.0,18701,9.66,9.63,6.03,4
1.26,5,6,5,62.6,57.0,13671,6.94,6.84,4.31,4
2.06,5,3,5,61.9,56.0,16626,8.17,8.19,5.06,4
2.11,3,3,3,60.3,60.5,16363,8.22,8.29,4.98,4
2.51,3,7,3,63.1,56.0,16717,8.65,8.6,5.44,4
1.5,5,6,5,60.4,57.0,14071,7.41,7.43,4.48,4
2.05,5,2,5,61.7,54.9,14111,8.16,8.24,5.05,4
2.13,5,3,5,62.6,56.0,12356,8.21,8.14,5.12,4
1.64,5,3,5,62.1,55.0,12089,7.57,7.59,4.71,4
2.06,4,3,4,61.0,58.0,15517,8.24,8.19,5.01,4
1.73,4,5,4,61.6,58.0,16960,7.74,7.71,4.76,4
1.71,5,5,5,61.4,57.0,17049,7.65,7.72,4.72,4
1.51,4,6,4,62.0,60.0,14165,7.23,7.35,4.52,4
2.01,3,5,3,59.1,57.0,18077,8.16,8.23,4.84,4
2.17,3,2,3,60.8,59.0,13782,8.37,8.41,5.1,4
1.33,5,6,5,60.2,57.0,18435,7.12,7.17,4.3,4
1.3,3,7,3,60.5,58.0,13725,7.05,7.11,4.28,4
2.03,4,3,4,62.8,59.0,13182,8.08,8.04,5.06,4
2.05,5,2,5,62.7,56.0,17214,8.18,8.11,5.11,4
1.7,5,4,5,62.4,55.0,13823,7.61,7.69,4.77,4
1.53,2,6,2,60.8,61.0,15619,7.31,7.39,4.47,4
2.03,4,5,4,60.1,60.0,17393,8.27,8.2,4.95,4
1.26,5,7,5,61.1,57.0,14300,7.0,6.98,4.27,4
2.0,5,3,5,62.9,59.0,15218,8.08,7.95,5.05,4
1.54,3,8,3,59.1,59.0,16750,7.51,7.55,4.45,4
1.06,5,8,5,61.8,56.0,13588,6.49,6.53,4.03,4
1.75,3,5,3,62.6,58.0,16632,7.63,7.67,4.79,4
2.0,5,6,5,62.6,57.0,18172,8.08,8.01,5.04,4
2.3,5,3,5,61.8,57.0,16181,8.45,8.48,5.23,4
1.76,4,8,4,61.0,60.0,12063,7.76,7.68,4.77,4
1.52,4,5,4,62.4,58.0,13034,7.37,7.3,4.58,4
2.14,4,3,4,61.3,61.0,15913,8.32,8.28,5.09,4
2.02,3,4,3,60.8,60.0,14498,8.07,8.15,4.93,4
2.4,4,6,4,62.6,59.0,16797,8.53,8.49,5.33,4
1.5,1,5,1,64.4,56.0,12787,7.16,7.09,4.59,4
4.01,4,2,4,62.5,62.0,15223,10.02,9.94,6.24,4
2.0,1,4,1,65.2,56.0,12765,7.92,7.87,5.15,4
1.6,5,5,5,62.2,55.0,14474,7.5,7.46,4.65,4
1.51,5,5,5,62.1,58.0,15529,7.34,7.31,4.54,4
2.01,3,4,3,63.4,56.0,12829,8.09,7.99,5.1,4
1.23,5,7,5,61.7,57.0,12539,6.85,6.91,4.25,4
2.01,4,6,4,60.3,60.0,16881,8.11,8.08,4.88,4
1.37,5,5,5,62.3,54.0,13439,7.11,7.15,4.43,4
2.06,4,3,4,61.0,61.0,13912,8.18,8.1,5.02,4
1.53,4,5,4,60.2,59.0,13119,7.5,7.45,4.5,4
1.6,2,7,2,63.6,58.0,12467,7.38,7.44,4.71,4
1.55,5,8,5,60.1,58.0,15845,7.56,7.54,4.54,4
1.56,4,5,4,61.9,58.0,13299,7.44,7.4,4.59,4
1.5,4,7,4,62.5,58.0,16023,7.21,7.28,4.53,4
1.57,5,5,5,61.9,55.0,13462,7.53,7.47,4.64,4
1.5,3,6,3,62.6,59.0,12870,7.22,7.31,4.55,4
2.02,3,2,3,62.6,58.0,13499,8.03,8.1,5.05,4
1.52,3,5,3,59.3,59.0,12916,7.48,7.55,4.46,4
1.7,4,6,4,58.5,60.0,18398,7.83,7.76,4.56,4
2.01,3,7,3,62.0,61.0,17024,8.04,8.1,5.0,4
1.54,5,5,5,62.3,57.0,13846,7.35,7.38,4.59,4
2.0,5,3,5,62.3,56.0,12907,8.08,8.03,5.02,4
1.53,5,5,5,61.2,57.0,15137,7.4,7.44,4.53,4
2.04,3,3,3,62.9,54.0,17323,8.16,8.08,5.1,4
1.54,5,6,5,60.5,56.0,17949,7.52,7.49,4.54,4
2.33,5,3,5,62.0,57.0,17504,8.52,8.45,5.26,4
1.5,4,7,4,60.3,60.0,16558,7.43,7.34,4.45,4
1.74,5,6,5,62.4,57.0,14775,7.68,7.64,4.78,4
2.1,5,3,5,60.8,60.0,17250,8.24,8.35,5.04,4
2.09,4,3,4,60.8,59.0,15339,8.28,8.24,5.02,4
2.52,4,6,4,60.6,60.0,18179,8.78,8.7,5.3,4
2.01,2,4,2,64.0,51.0,15888,8.08,8.01,5.15,4
2.09,4,4,4,61.1,56.0,18559,8.3,8.23,5.05,4
2.01,4,2,4,61.4,60.0,12407,8.14,8.07,4.98,4
2.01,4,4,4,61.1,61.0,15528,8.14,8.09,4.96,4
2.07,3,3,3,60.6,58.0,16378,8.24,8.29,5.01,4
1.55,4,8,4,61.5,58.0,16137,7.51,7.48,4.61,4
2.0,2,5,2,63.6,61.0,17405,7.9,7.83,5.0,4
1.51,4,5,4,62.7,58.0,12756,7.2,7.31,4.55,4
2.2,4,3,4,62.0,57.0,18364,8.38,8.34,5.18,4
2.03,4,2,4,62.7,59.0,12268,8.02,8.08,5.05,4
2.74,3,2,3,61.5,62.0,17164,8.87,8.9,5.46,4
2.08,4,5,4,61.3,58.0,16854,8.21,8.17,5.02,4
1.76,4,4,4,62.2,60.0,13626,7.72,7.68,4.79,4
1.82,4,4,4,61.6,60.0,14749,7.78,7.74,4.78,4
1.5,4,5,4,62.7,58.0,14234,7.3,7.25,4.56,4
1.67,5,4,5,61.8,55.9,13887,7.57,7.6,4.69,4
1.51,1,7,1,65.0,58.0,12829,7.06,7.12,4.61,4
1.13,5,8,5,61.7,57.0,12150,6.65,6.68,4.11,4
2.03,4,2,4,59.3,60.0,14588,8.36,8.28,4.93,4
1.56,5,5,5,62.3,54.0,15609,7.41,7.45,4.63,4
1.53,3,4,3,63.1,57.0,13369,7.34,7.25,4.6,4
2.01,4,4,4,60.5,61.0,16287,8.14,8.09,4.91,4
2.0,4,2,4,61.5,59.0,13675,8.11,8.06,4.97,4
1.64,5,6,5,61.8,55.0,13289,7.6,7.58,4.69,4
1.51,5,5,5,61.7,55.0,18806,7.37,7.41,4.56,4
2.0,5,6,5,62.0,57.0,17871,8.1,8.03,5.0,4
2.03,5,6,5,63.3,55.0,18458,7.96,8.05,5.08,4
1.7,5,4,5,62.4,57.0,13681,7.61,7.56,4.73,4
2.27,4,2,4,62.4,58.0,17149,8.41,8.36,5.23,4
2.03,4,3,4,63.0,56.0,13182,8.12,8.05,5.09,4
1.72,4,4,4,61.4,59.0,12998,7.71,7.64,4.71,4
2.11,4,5,4,61.6,59.0,17816,8.24,8.19,5.06,4
2.01,3,4,3,63.2,58.0,18507,7.93,8.01,5.04,4
1.76,3,4,3,62.6,58.0,12361,7.7,7.66,4.81,4
2.14,4,3,4,62.3,58.0,17416,8.22,8.16,5.1,4
2.32,5,3,5,62.0,57.0,17516,8.45,8.49,5.25,4
1.71,4,5,4,61.3,58.0,13951,7.79,7.7,4.75,4
1.5,5,6,5,62.6,57.0,14759,7.27,7.34,4.57,4
2.1,4,2,4,62.0,62.0,12308,8.23,8.17,5.08,4
2.15,3,4,3,62.8,58.0,17065,8.17,8.22,5.15,4
2.01,5,6,5,61.7,56.0,18394,8.12,8.16,5.02,4
1.5,5,8,5,62.0,57.0,15788,7.34,7.37,4.56,4
2.03,5,5,5,62.5,56.0,16505,8.1,8.05,5.05,4
1.58,4,8,4,59.0,59.0,13329,7.68,7.63,4.52,4
2.09,4,6,4,61.3,59.0,12377,8.19,8.15,5.01,4
1.78,5,4,5,62.1,57.0,12843,7.77,7.73,4.81,4
2.37,4,3,4,61.6,56.0,14837,8.7,8.6,5.33,4
1.12,5,7,5,61.5,56.0,14407,6.7,6.76,4.13,4
1.54,4,6,4,62.4,59.0,14578,7.43,7.38,4.62,4
2.28,2,2,2,63.7,55.0,14350,8.35,8.28,5.3,4
1.51,5,6,5,62.2,53.0,13771,7.35,7.31,4.56,4
1.7,4,4,4,61.9,60.0,12992,7.61,7.57,4.7,4
1.52,5,6,5,62.0,54.0,12071,7.36,7.44,4.59,4
2.09,4,6,4,61.7,59.0,18002,8.23,8.21,5.07,4
2.14,3,3,3,62.8,59.0,15931,8.16,8.21,5.14,4
2.01,5,3,5,62.1,55.0,12349,8.12,8.08,5.03,4
2.6,4,2,4,58.3,61.0,17209,9.05,8.94,5.24,4
1.51,3,8,3,63.2,57.0,12311,7.27,7.25,4.59,4
1.7,4,8,4,61.9,59.0,15238,7.64,7.61,4.72,4
