carat,cut,color,clarity,depth,table,price,x,y,z,cluster
1.21,5,4,5,62.2,54.0,6876,6.8,6.86,4.25,3
1.21,3,4,3,62.4,60.0,7279,6.73,6.79,4.22,3
1.09,3,6,3,62.3,57.0,5570,6.55,6.61,4.1,3
1.05,3,5,3,62.8,58.0,6070,6.44,6.48,4.06,3
1.09,5,6,5,62.5,55.0,9668,6.52,6.6,4.1,3
1.51,3,7,3,61.1,60.0,9343,7.27,7.37,4.47,3
1.01,5,4,5,61.9,57.0,5028,6.42,6.48,3.99,3
1.12,5,6,5,61.9,55.0,7589,6.68,6.73,4.15,3
1.2,3,7,3,63.3,55.0,5645,6.77,6.73,4.27,3
1.07,4,8,4,63.0,57.0,6124,6.57,6.47,4.11,3
1.5,4,3,4,58.6,62.0,8190,7.46,7.43,4.36,3
1.28,3,6,3,63.0,56.0,6566,6.9,7.03,4.39,3
1.03,4,6,4,62.2,57.0,7365,6.51,6.47,4.04,3
1.03,5,5,5,59.9,61.0,8955,6.56,6.63,3.95,3
1.62,5,4,5,61.8,54.0,8865,7.55,7.6,4.68,3
1.14,4,4,4,61.3,59.0,5700,6.76,6.72,4.13,3
1.01,2,5,2,58.7,62.0,6247,6.49,6.55,3.83,3
1.6,4,4,4,59.4,59.0,8184,7.55,7.6,4.5,3
1.24,5,4,5,60.8,56.0,8257,6.92,6.96,4.22,3
1.0,3,5,3,63.8,58.0,6389,6.31,6.35,4.04,3
1.01,2,5,2,59.8,61.0,5277,6.45,6.49,3.87,3
1.5,4,4,4,62.5,60.0,8333,7.32,7.25,4.55,3
1.59,5,3,5,60.5,55.0,8975,7.62,7.55,4.59,3
1.01,4,5,4,59.3,59.0,5632,6.49,6.52,3.86,3
3.01,4,6,4,62.2,56.0,9925,9.24,9.13,5.73,3
1.25,4,3,4,59.4,60.0,5331,7.1,7.03,4.2,3
1.53,5,3,5,61.4,58.0,8021,7.4,7.42,4.55,3
1.04,4,5,4,60.1,59.0,6709,6.59,6.56,3.95,3
1.18,5,3,5,62.6,54.0,6750,6.74,6.78,4.23,3
1.56,4,5,4,58.8,57.0,10766,7.68,7.62,4.5,3
1.31,4,3,4,61.9,59.0,6323,7.02,6.98,4.33,3
1.02,4,5,4,62.5,58.0,6416,6.46,6.41,4.02,3
1.11,5,6,5,62.2,54.0,9144,6.62,6.69,4.14,3
1.32,4,3,4,62.3,58.0,6171,6.98,7.01,4.36,3
1.51,3,4,3,63.0,57.0,10319,7.25,7.3,4.58,3
1.01,4,7,4,60.2,58.0,6335,6.56,6.52,3.94,3
1.27,3,2,3,63.4,60.0,5690,6.85,6.8,4.33,3
1.09,5,7,5,60.6,57.0,8158,6.66,6.67,4.04,3
1.0,2,5,2,62.9,56.0,5544,6.33,6.39,4.0,3
1.1,3,4,3,59.7,57.8,6497,6.7,6.76,4.01,3
0.9,3,8,3,60.3,58.0,5331,6.23,6.28,3.77,3
1.08,5,3,5,61.9,57.0,5172,6.54,6.61,4.07,3
1.34,4,4,4,62.3,60.0,7816,7.05,7.02,4.38,3
1.03,5,6,5,60.4,56.0,6467,6.59,6.56,3.97,3
1.31,4,4,4,59.8,58.0,7732,7.19,7.09,4.27,3
1.56,5,3,5,61.4,56.0,8858,7.47,7.42,4.57,3
1.02,2,6,2,63.2,59.0,5301,6.35,6.38,4.02,3
1.15,3,7,3,60.0,59.0,5257,6.78,6.82,4.08,3
1.01,4,7,4,62.0,59.0,6666,6.44,6.46,4.0,3
0.91,5,8,5,60.6,56.0,5717,6.27,6.3,3.81,3
1.0,2,7,2,57.4,58.0,6050,6.57,6.61,3.78,3
1.5,3,5,3,60.7,61.0,8580,7.33,7.36,4.46,3
1.52,4,8,4,61.5,60.0,9789,7.44,7.39,4.56,3
1.2,5,6,5,60.7,57.0,9596,6.89,6.85,4.17,3
1.29,3,8,3,61.9,58.0,6126,6.99,7.03,4.34,3
1.71,2,2,2,63.9,59.0,7508,7.55,7.47,4.8,3
1.34,4,8,4,60.3,59.0,5756,7.16,7.11,4.3,3
1.1,4,5,4,58.4,60.0,7399,6.85,6.81,3.99,3
1.5,4,2,4,62.8,59.0,9240,7.29,7.19,4.55,3
1.16,5,5,5,61.7,57.0,7243,6.8,6.72,4.17,3
1.06,5,5,5,61.5,57.0,8093,6.54,6.56,4.03,3
1.5,5,2,5,59.4,62.0,6745,7.38,7.35,4.38,3
1.51,3,5,3,61.7,54.0,8973,7.37,7.41,4.56,3
1.29,2,2,2,58.2,61.0,5898,7.07,7.12,4.13,3
1.4,5,4,5,60.9,57.0,10976,7.22,7.29,4.42,3
1.5,3,4,3,61.4,57.0,9035,7.27,7.33,4.48,3
1.06,5,7,5,62.2,55.0,5223,6.51,6.54,4.06,3
1.0,5,8,5,62.7,56.0,5755,6.39,6.43,4.02,3
1.23,4,5,4,62.5,62.0,5039,6.87,6.78,4.27,3
1.53,4,5,4,62.3,58.0,11421,7.35,7.3,4.56,3
1.0,4,6,4,62.8,55.0,5864,6.38,6.35,4.0,3
1.0,2,6,2,63.7,59.0,5929,6.27,6.32,4.01,3
1.52,2,2,2,63.6,60.0,6897,7.21,7.25,4.6,3
1.5,4,8,4,62.6,59.0,8108,7.2,7.23,4.52,3
1.04,5,8,5,59.1,56.0,8341,6.65,6.59,3.91,3
1.04,5,6,5,61.2,57.0,9005,6.5,6.53,3.99,3
1.08,4,4,4,58.6,60.0,5818,6.84,6.78,3.99,3
1.0,4,4,4,62.3,60.0,6132,6.36,6.28,3.94,3
1.27,3,4,3,60.6,59.0,5715,6.97,7.0,4.23,3
1.06,4,7,4,62.0,61.0,5485,6.55,6.51,4.05,3
1.32,5,7,5,62.7,56.0,7037,7.03,6.97,4.39,3
1.11,5,4,5,60.2,54.0,5315,6.82,6.7,4.07,3
1.51,4,2,4,62.6,59.0,8930,7.33,7.31,4.58,3
1.01,5,5,5,62.2,54.0,8104,6.41,6.48,4.01,3
1.01,4,8,4,58.1,61.0,5147,6.66,6.59,3.85,3
1.51,3,2,3,62.8,59.0,6773,7.23,7.26,4.55,3
1.0,5,7,5,60.1,62.0,5629,6.46,6.48,3.89,3
1.53,3,2,3,62.9,59.0,7418,7.31,7.34,4.61,3
1.16,5,4,5,61.1,56.0,5509,6.78,6.79,4.15,3
1.69,3,7,3,62.6,59.0,10317,7.53,7.61,4.74,3
1.62,5,3,5,60.8,56.0,11152,7.56,7.61,4.62,3
0.9,3,8,3,62.2,58.0,6208,6.14,6.18,3.83,3
1.5,3,2,3,58.7,60.0,5902,7.46,7.54,4.4,3
1.2,5,7,5,62.2,57.0,11839,6.81,6.77,4.22,3
1.3,5,6,5,62.2,56.0,6559,7.0,6.96,4.34,3
1.59,4,5,4,62.3,60.0,11719,7.49,7.42,4.64,3
1.01,4,5,4,60.6,61.0,6108,6.4,6.33,3.86,3
1.52,5,4,5,60.1,60.0,9235,7.5,7.42,4.48,3
1.03,5,7,5,61.7,56.0,7533,6.45,6.54,4.01,3
1.5,2,7,2,64.1,58.0,11795,7.24,7.15,4.61,3
1.11,5,3,5,62.2,56.0,5073,6.69,6.62,4.14,3
1.1,5,6,5,61.6,54.0,6621,6.66,6.69,4.11,3
1.05,4,7,4,61.8,56.0,5821,6.57,6.5,4.04,3
1.23,5,6,5,62.5,54.0,9660,6.82,6.85,4.27,3
1.2,3,5,3,62.8,60.0,6526,6.71,6.79,4.24,3
1.24,4,4,4,61.7,59.0,6962,6.91,6.84,4.24,3
1.51,4,7,4,58.8,62.0,8879,7.5,7.41,4.39,3
1.22,4,6,4,61.9,58.0,11723,6.81,6.85,4.23,3
1.01,3,6,3,61.3,60.0,5975,6.39,6.43,3.93,3
1.12,5,6,5,62.6,56.0,8074,6.59,6.63,4.14,3
1.23,4,6,4,61.2,58.0,6038,6.91,6.84,4.21,3
1.02,3,8,3,63.3,60.0,5778,6.33,6.38,4.02,3
1.2,4,5,4,62.4,59.0,7405,6.74,6.68,4.19,3
1.01,2,7,2,64.6,58.0,6509,6.22,6.29,4.04,3
1.06,3,8,3,60.1,58.0,5293,6.6,6.64,3.98,3
1.06,5,8,5,62.0,57.0,11837,6.52,6.54,4.05,3
1.02,1,6,1,64.8,59.0,5255,6.33,6.23,4.07,3
1.04,4,6,4,59.8,59.0,5284,6.61,6.56,3.94,3
1.05,4,4,4,59.0,59.0,5468,6.71,6.68,3.95,3
1.5,4,4,4,59.3,61.0,10584,7.53,7.47,4.45,3
1.51,3,5,3,63.3,60.0,10116,7.2,7.24,4.57,3
1.5,2,3,2,61.1,63.0,8254,7.27,7.34,4.46,3
1.03,5,5,5,61.6,55.0,7064,6.49,6.54,4.01,3
1.01,2,4,2,59.5,62.0,5197,6.49,6.55,3.88,3
1.51,3,4,3,62.3,58.0,7823,7.29,7.25,4.53,3
1.06,4,8,4,62.3,59.0,7679,6.52,6.48,4.05,3
1.47,3,2,3,62.5,59.0,6763,7.18,7.23,4.5,3
1.51,2,8,2,64.1,61.0,8550,7.14,7.18,4.59,3
1.55,3,7,3,62.4,58.0,10851,7.36,7.42,4.61,3
1.0,2,8,2,63.1,56.0,7114,6.36,6.4,4.02,3
0.86,2,8,2,64.3,53.0,5029,6.02,6.12,3.89,3
1.01,5,5,5,61.8,55.0,5141,6.46,6.43,3.98,3
1.02,3,6,3,59.8,58.0,5500,6.49,6.55,3.9,3
1.77,4,6,4,60.3,59.0,11965,7.94,7.87,4.77,3
1.18,5,3,5,62.6,55.3,6541,6.73,6.79,4.24,3
1.21,4,6,4,60.1,55.0,8870,7.01,6.91,4.18,3
1.01,3,4,3,62.8,59.0,5559,6.33,6.38,3.99,3
1.3,5,5,5,62.0,57.0,11073,6.96,7.03,4.34,3
1.07,5,5,5,63.0,55.0,6471,6.55,6.5,4.11,3
1.29,4,6,4,60.9,58.0,10341,6.97,7.01,4.26,3
1.01,2,7,2,63.9,56.0,5724,6.37,6.31,4.05,3
1.16,3,8,3,62.5,60.0,5044,6.64,6.7,4.17,3
1.21,2,3,2,62.7,59.0,5252,6.63,6.71,4.18,3
1.2,3,5,3,62.5,57.0,5250,6.73,6.84,4.24,3
1.05,4,7,4,59.8,59.0,11025,6.65,6.62,3.97,3
1.02,4,6,4,60.9,59.0,8616,6.44,6.56,3.96,3
1.2,2,5,2,62.8,59.0,8442,6.64,6.7,4.19,3
1.15,3,7,3,62.9,56.0,6929,6.65,6.68,4.19,3
1.12,5,7,5,62.0,57.0,5546,6.61,6.63,4.11,3
1.51,2,3,2,63.9,63.0,7365,7.2,7.17,4.59,3
1.08,4,8,4,61.2,60.0,7824,6.63,6.61,4.05,3
1.2,2,4,2,59.7,63.0,5085,6.84,6.87,4.09,3
1.0,4,6,4,59.8,59.0,5058,6.49,6.55,3.9,3
1.53,5,3,5,62.3,57.0,9189,7.3,7.35,4.56,3
1.52,4,8,4,59.2,62.0,10291,7.51,7.46,4.43,3
1.5,4,3,4,62.9,58.0,10332,7.31,7.21,4.57,3
1.21,5,3,5,62.2,55.0,7134,6.79,6.83,4.23,3
1.02,3,6,3,61.3,58.0,7740,6.46,6.52,3.98,3
1.02,3,7,3,60.5,60.0,7738,6.49,6.54,3.94,3
1.6,3,7,3,62.0,57.0,9900,7.47,7.54,4.65,3
1.26,5,5,5,61.7,56.0,11218,6.96,6.98,4.3,3
1.11,5,5,5,61.8,57.0,8858,6.67,6.64,4.11,3
1.21,4,8,4,60.9,58.0,6031,6.89,6.83,4.18,3
1.24,5,4,5,62.3,54.0,8489,6.88,6.9,4.29,3
1.09,4,5,4,60.6,62.0,6153,6.68,6.58,4.02,3
1.23,3,8,3,62.3,58.0,6710,6.78,6.81,4.23,3
1.0,4,7,4,61.9,60.0,7392,6.44,6.41,3.98,3
1.03,5,5,5,61.1,57.0,5241,6.58,6.54,4.01,3
1.03,5,4,5,59.8,57.0,5018,6.64,6.57,3.95,3
1.5,4,3,4,62.8,57.0,7715,7.34,7.25,4.58,3
1.31,5,6,5,62.4,57.0,8227,6.96,6.88,4.32,3
1.75,5,4,5,61.6,56.0,7680,7.73,7.75,4.77,3
1.55,3,4,3,63.3,56.0,10546,7.38,7.32,4.65,3
1.7,1,6,1,64.5,57.0,9996,7.55,7.51,4.86,3
1.52,5,6,5,61.8,58.0,10316,7.38,7.4,4.57,3
1.24,3,4,3,61.2,57.0,5592,6.87,7.02,4.25,3
1.57,4,6,4,60.2,60.0,8001,7.49,7.43,4.49,3
0.63,5,8,5,62.5,55.0,6549,5.47,5.5,3.43,3
1.08,5,4,5,60.3,57.0,6411,6.67,6.7,4.03,3
1.23,5,5,5,61.0,55.0,9698,6.95,6.93,4.23,3
1.17,3,6,3,62.4,56.0,7432,6.71,6.76,4.2,3
1.06,4,5,4,62.5,58.0,5543,6.52,6.47,4.06,3
1.27,3,5,3,62.5,57.0,8941,6.86,6.91,4.3,3
1.0,2,7,2,64.0,58.0,5376,6.24,6.2,3.99,3
1.33,5,5,5,59.9,57.3,10732,7.16,7.21,4.3,3
1.21,4,8,4,60.2,59.0,10083,6.89,6.86,4.14,3
1.0,2,5,2,63.0,58.0,5723,6.25,6.35,3.97,3
1.21,4,5,4,62.5,55.0,9757,6.84,6.8,4.26,3
1.25,4,5,4,60.4,59.0,6300,6.98,6.96,4.21,3
2.0,1,5,1,65.1,54.0,11156,7.88,7.82,5.11,3
1.01,5,8,5,62.3,53.0,11082,6.4,6.47,4.02,3
1.0,4,5,4,61.9,58.0,6160,6.45,6.41,3.98,3
1.0,3,7,3,62.9,59.0,6245,6.27,6.38,3.98,3
1.51,4,4,4,62.3,59.0,10274,7.29,7.23,4.52,3
1.13,5,7,5,61.5,56.0,11641,6.68,6.71,4.12,3
1.5,5,3,5,62.3,55.0,8736,7.35,7.31,4.57,3
1.5,2,5,2,57.9,61.0,6006,7.52,7.48,4.35,3
1.16,5,5,5,62.5,55.0,8061,6.75,6.69,4.2,3
1.01,3,7,3,63.0,57.0,5627,6.28,6.36,3.98,3
1.01,2,5,2,63.9,54.0,5701,6.37,6.31,4.05,3
1.26,3,7,3,59.5,57.0,9802,7.03,7.15,4.22,3
1.15,5,3,5,62.1,55.0,5626,6.76,6.67,4.18,3
1.01,3,4,3,63.1,56.0,5034,6.41,6.36,4.03,3
0.9,5,4,5,62.0,54.0,5013,6.2,6.23,3.86,3
1.23,5,2,5,61.3,54.0,5181,6.92,6.97,4.26,3
1.51,2,3,2,63.6,60.0,7957,7.27,7.23,4.61,3
1.05,5,4,5,61.8,55.0,6833,6.54,6.57,4.05,3
1.09,5,4,5,61.5,54.0,5732,6.64,6.65,4.09,3
1.32,3,3,3,61.2,58.0,6300,7.12,7.06,4.34,3
1.21,3,7,3,60.0,58.0,10430,6.89,6.97,4.16,3
1.2,4,3,4,61.8,55.0,5699,6.93,6.8,4.24,3
1.31,3,4,3,61.7,59.0,6263,6.96,7.01,4.31,3
1.09,4,4,4,61.6,57.0,5219,6.63,6.59,4.07,3
1.2,4,6,4,62.8,59.0,8964,6.78,6.69,4.23,3
1.2,5,4,5,62.0,58.0,6450,6.78,6.83,4.22,3
1.0,2,6,2,64.2,58.0,5606,6.32,6.26,4.04,3
1.66,4,2,4,62.6,59.0,10062,7.58,7.54,4.73,3
1.5,2,5,2,63.8,59.0,11524,7.16,7.22,4.59,3
1.1,5,5,5,61.9,57.0,7540,6.63,6.57,4.09,3
1.52,1,4,1,64.9,58.0,7388,7.23,7.19,4.68,3
1.2,5,5,5,61.1,56.0,10454,6.88,6.91,4.21,3
1.53,4,6,4,58.5,59.0,11820,7.62,7.55,4.44,3
1.58,4,6,4,60.7,60.0,6990,7.54,7.51,4.57,3
1.04,4,6,4,62.2,60.0,5300,6.48,6.44,4.02,3
1.07,5,7,5,61.4,55.0,6561,6.57,6.62,4.05,3
1.0,4,5,4,62.4,59.0,6727,6.4,6.35,3.98,3
1.06,5,4,5,62.1,56.0,5020,6.51,6.57,4.06,3
1.06,3,5,3,62.8,54.0,6663,6.5,6.56,4.1,3
1.21,4,2,4,60.2,57.0,5541,6.97,6.91,4.18,3
1.51,4,3,4,63.0,59.0,9513,7.3,7.28,4.59,3
1.02,4,5,4,62.0,59.0,6238,6.45,6.39,3.98,3
1.08,5,4,5,62.5,54.0,6961,6.56,6.58,4.1,3
1.5,2,3,2,63.1,54.0,8258,7.31,7.34,4.62,3
1.32,4,6,4,62.2,58.0,10814,7.03,6.95,4.35,3
1.08,5,7,5,61.6,57.0,8674,6.58,6.61,4.06,3
1.34,5,8,5,62.2,57.0,8930,7.07,6.95,4.36,3
0.9,3,7,3,62.5,58.0,5305,6.14,6.18,3.85,3
1.5,4,4,4,62.2,58.0,10291,7.27,7.36,4.55,3
1.51,5,2,5,61.4,59.0,9334,7.34,7.39,4.52,3
1.52,4,3,4,61.6,58.0,11021,7.41,7.37,4.55,3
1.41,4,4,4,61.2,60.0,8812,7.21,7.17,4.4,3
1.53,4,6,4,62.7,60.0,9424,7.28,7.34,4.58,3
1.71,4,2,4,60.3,61.0,8887,7.74,7.69,4.65,3
1.01,3,6,3,62.9,56.0,5902,6.38,6.41,4.02,3
1.54,4,6,4,62.0,56.0,7486,7.51,7.4,4.62,3
1.01,3,7,3,63.1,58.0,5226,6.4,6.31,4.01,3
1.21,4,6,4,61.6,59.0,9107,6.84,6.77,4.19,3
1.05,5,5,5,62.2,54.0,7070,6.53,6.55,4.07,3
1.01,4,6,4,62.1,52.0,9013,6.5,6.45,4.02,3
1.5,3,8,3,63.4,63.0,9895,7.23,7.19,4.57,3
1.19,3,6,3,58.8,60.0,5622,6.93,6.98,4.09,3
1.04,4,6,4,62.1,56.0,8610,6.54,6.48,4.04,3
1.21,4,6,4,61.6,58.0,8196,6.88,6.82,4.22,3
1.7,4,5,4,58.9,62.0,10091,7.79,7.72,4.57,3
1.0,3,4,3,60.9,58.0,5287,6.43,6.46,3.93,3
1.03,5,6,5,62.0,57.0,6902,6.4,6.48,3.99,3
2.15,4,5,4,61.2,58.0,11985,8.42,8.3,5.1,3
1.28,2,4,2,63.6,56.0,5018,6.92,6.78,4.37,3
1.7,3,3,3,60.6,59.0,11514,7.64,7.67,4.64,3
1.11,5,4,5,64.0,58.0,5632,6.52,6.46,4.16,3
0.9,4,8,4,61.2,58.0,6441,6.27,6.25,3.83,3
1.7,5,4,5,62.3,57.0,11605,7.68,7.65,4.78,3
1.71,2,5,2,63.7,57.0,6847,7.54,7.5,4.79,3
1.01,2,6,2,63.3,55.0,5731,6.32,6.39,4.02,3
1.18,5,8,5,61.9,55.0,7216,6.8,6.76,4.2,3
1.5,5,5,5,63.0,57.0,6720,7.31,7.2,4.57,3
1.21,4,4,4,60.0,61.0,5082,6.88,6.79,4.1,3
1.2,2,4,2,63.3,59.0,6710,6.74,6.78,4.28,3
1.04,4,7,4,62.2,56.0,5612,6.56,6.49,4.06,3
1.35,1,4,1,64.5,58.0,5625,6.98,6.93,4.48,3
1.44,2,5,2,63.6,58.0,9677,7.01,6.96,4.44,3
1.23,5,8,5,62.4,56.0,6289,6.81,6.87,4.27,3
1.53,3,4,3,60.9,63.0,11452,7.37,7.41,4.5,3
1.04,3,4,3,60.9,58.0,5447,6.5,6.6,3.99,3
1.01,4,5,4,59.1,58.0,6027,6.63,6.56,3.9,3
1.24,5,2,5,61.8,58.0,5361,6.88,6.84,4.24,3
1.13,5,5,5,60.7,57.0,8192,6.74,6.81,4.11,3
1.22,5,4,5,62.8,56.0,7584,6.81,6.75,4.26,3
1.5,3,3,3,58.2,60.0,9118,7.5,7.58,4.39,3
1.32,4,2,4,60.4,58.0,5800,7.11,7.14,4.3,3
1.03,4,4,4,62.0,59.0,5523,6.45,6.48,4.01,3
1.53,4,3,4,61.2,59.0,10098,7.39,7.41,4.53,3
1.02,4,8,4,60.6,59.0,5918,6.53,6.47,3.94,3
1.02,3,4,3,62.4,57.0,5383,6.43,6.35,3.99,3
1.49,3,4,3,62.7,60.0,9552,7.24,7.31,4.56,3
2.03,5,3,5,62.9,55.0,11472,8.11,8.04,5.08,3
0.9,4,7,4,62.6,60.0,5312,6.15,6.08,3.83,3
1.02,5,8,5,61.5,56.0,9502,6.46,6.49,3.99,3
1.2,5,4,5,62.9,57.0,5510,6.79,6.76,4.26,3
1.03,5,5,5,61.6,56.0,9236,6.48,6.5,4.0,3
1.19,3,4,3,60.8,59.0,5595,6.84,6.87,4.17,3
1.06,4,5,4,60.4,58.0,6296,6.64,6.68,4.02,3
1.22,5,5,5,60.7,57.0,9166,6.94,6.93,4.21,3
0.71,5,6,5,61.4,56.0,5019,5.75,5.78,3.54,3
1.54,5,2,5,62.8,58.0,9171,7.32,7.37,4.61,3
1.01,4,6,4,61.8,55.0,8688,6.45,6.36,3.96,3
1.27,5,5,5,61.5,58.0,11157,6.95,6.99,4.29,3
1.35,3,4,3,63.1,56.0,8644,6.95,7.03,4.41,3
1.28,4,4,4,62.3,58.0,6946,7.0,6.94,4.34,3
1.24,4,6,4,58.0,58.0,9930,7.16,7.02,4.11,3
1.02,3,7,3,59.1,60.0,6762,6.61,6.51,3.88,3
1.01,3,4,3,62.0,59.0,5186,6.45,6.48,4.01,3
1.21,5,8,5,61.0,57.0,10335,6.88,6.85,4.19,3
1.53,4,3,4,62.7,62.0,7389,7.41,7.23,4.59,3
1.08,4,8,4,62.1,58.0,5138,6.62,6.59,4.1,3
1.02,3,6,3,63.3,58.0,5038,6.39,6.35,4.03,3
1.25,2,3,2,63.3,55.8,5197,6.83,6.87,4.34,3
1.0,3,5,3,60.7,56.0,7215,6.5,6.51,3.95,3
1.22,3,4,3,58.9,59.0,7152,6.96,7.02,4.12,3
1.51,4,2,4,62.6,59.0,8770,7.31,7.33,4.58,3
1.06,4,5,4,62.2,55.0,6853,6.58,6.51,4.07,3
1.0,4,5,4,62.2,61.0,7822,6.41,6.38,3.98,3
1.04,4,6,4,62.5,60.0,5724,6.46,6.43,4.03,3
1.16,5,5,5,61.7,57.0,7113,6.72,6.8,4.17,3
1.17,5,3,5,61.5,57.0,5892,6.74,6.79,4.16,3
0.92,5,5,5,62.0,57.0,5243,6.24,6.28,3.88,3
1.07,2,4,2,63.8,57.0,5758,6.54,6.47,4.15,3
1.54,3,3,3,63.3,60.0,7437,7.34,7.31,4.64,3
1.29,4,4,4,61.2,60.0,7153,7.03,6.95,4.28,3
1.5,1,7,1,64.8,55.0,6922,7.26,7.15,4.67,3
2.0,3,2,3,61.9,55.0,11792,8.06,8.09,5.0,3
1.06,5,8,5,62.7,54.0,5946,6.52,6.55,4.1,3
1.08,4,7,4,59.6,60.0,5908,6.73,6.66,3.99,3
1.03,5,5,5,62.2,59.0,5684,6.41,6.45,4.0,3
1.5,2,3,2,58.5,60.0,6731,7.41,7.5,4.36,3
1.14,3,6,3,59.0,60.0,8131,6.84,6.81,4.03,3
1.13,3,5,3,60.9,60.0,5280,6.67,6.76,4.09,3
1.04,3,6,3,61.6,60.0,8090,6.49,6.54,4.01,3
1.54,3,7,3,59.0,62.0,7877,7.56,7.59,4.47,3
1.01,2,6,2,63.1,59.0,5817,6.31,6.37,4.0,3
1.0,3,8,3,63.4,57.0,6115,6.36,6.32,4.02,3
1.08,5,5,5,62.5,57.0,6561,6.56,6.6,4.11,3
1.08,5,4,5,59.7,60.0,5154,6.71,6.69,4.0,3
1.01,5,5,5,62.4,56.0,6672,6.39,6.44,4.0,3
1.21,3,4,3,63.4,55.0,6973,6.76,6.81,4.3,3
1.04,3,6,3,60.1,62.0,5290,6.54,6.6,3.95,3
1.51,1,3,1,64.6,58.0,8287,7.19,7.15,4.63,3
1.12,5,4,5,62.3,56.0,5291,6.7,6.65,4.16,3
1.09,5,6,5,60.6,57.0,8422,6.62,6.64,4.02,3
1.73,4,4,4,62.4,58.0,11969,7.61,7.64,4.76,3
1.02,4,6,4,62.0,59.0,7351,6.39,6.41,3.97,3
1.12,5,3,5,61.2,54.0,5392,6.74,6.77,4.13,3
